country_code,gci_overall,p_1_institutions,p_2_infrastructure,p_3_ict,p_4_macroeconomic,p_5_health,p_6_skills,p_7_product,p_8_labour,p_9_financial,p_10_market,p_11_business,p_12_innovation,gdp_us,gdp_growth_annual,gdp_per_capita_us,gdp_per_capita_growth_annual,gdp_per_capita_ppp,gdp_ppp,gdp_growth_decade,gini_index,unemployment_pctg,happiness_score,happiness_rank,ggi_index,ggi_rank,co2,consumption_co2_per_capita,ren_gen_twh_19,ren_gen_growth_19,rene_gen_growth_08_18,renewable_cons_exj,total_consumption,renewable_cons_prop,gsci_score,gsci_nat_cap_score,gsci_res_intense_score,gsci_soc_cap_score,gsci_intellect_cap_score,gsci_governance_score
TCD,35.52021394107925,34.55805189477793,34.14673394440153,12.7723897764476,72.33702777777778,36.61180091836469,29.87287262569445,38.39964892671754,41.99579229699312,38.71931341398801,36.66675970243114,28.6070356343907,21.55514038096653,11239167048.4916,2.37403780037786,726.149881109447,-0.674995563522543,1614.71782309205,24992200401.0808,3.4458915057890027,43.3,2.25999999046326,4.35,132,0.58,145,NA,NA,NA,NA,NA,NA,NA,NA,37.13648777021372,48.45833885697212,54.82500394135266,35.26549338146811,18.498950272505823,28.634652398769884
CHL,70.26440664084289,63.63713029641788,75.23833310907818,61.25551977970645,100,93.43477486655468,69.63086593972223,68.20589120430296,63.24364122654402,80.29020375902283,62.66953200106238,64.31500373863346,41.25198376906958,298258019275.049,3.94932089095181,15924.7942393064,2.51338504277558,25512.7684280203,477832721931.34,3.5820242227973855,44.4,11.5100002288818,6.444,26,0.717,54,85.829,4.989,21.592622893363913,0.2042750867251073,0.1658256871035071,0.19248483169176517,1.6558232358694118,0.11624721016232054,50.57170522217936,54.24141489580714,51.779056958964716,46.5609205776173,46.1295843755742,54.147549302933434
CHN,72.60927208452368,54.56375309391391,78.12431169623125,71.48535796575891,98.29825,87.0465147628753,64.11148063597221,57.4178775841426,59.31786095146399,71.93430896408904,100,64.58444316755184,64.42710619228521,13894817549374.2,6.74977383254181,9976.67713725865,6.26420964046642,15614.3052820791,21746511395510,7.869935461730154,38.5,5,5.191,93,0.673,103,9956.569,6.276,732.3296823529413,0.14645236855332033,0.35787306961010334,6.62756203840336,141.69921799062107,0.04677204385730648,50.83128974375289,37.8536836056541,39.58604145471776,53.492328519855576,66.2491560368197,56.97523910171729
COL,61.63027775677923,50.26451512244925,63.00472647050412,46.74412401575465,87.34930555555556,90.91591128545811,59.94296937652777,54.04643761450499,57.92795978775421,63.75255625364282,66.49097232514572,63.59122904717353,35.53262622688001,333568923004.469,2.5153244557176,6716.91159778134,0.964597424962776,15055.6853046331,747681231031.764,3.7673532712422877,50.4,15.4399995803833,6.125,43,0.729,40,92.228,2.071,2.2301341838870727,0.016211255258246737,0.13837614495524364,0.021323612211063776,1.924238129584125,0.011081586984076826,47.401510457602605,62.02105315629126,49.83950682101666,37.050536856174084,35.0606295489268,53.03582590560421
COD,38.24125507766902,36.01262154900966,33.09749643773372,17.14054325187327,39.09722222222222,40.9644383001428,42.72841213916666,46.3184415800295,57.82365578473227,43.55284028593712,42.8462147280621,40.46488633542714,18.8482883176918,46831342212.5473,5.82112109989339,557.064418324276,2.46109267100694,1112.34609176137,93512812465.6893,6.431714089729113,42.1,4.55000019073486,4.418,127,0.582,144,NA,NA,NA,NA,NA,NA,NA,NA,44.484783068386385,65.25126271444422,70.04698092385307,32.82726401830597,16.310912273920906,37.98749541140774
CRI,62.13872602349763,59.05904882532116,65.08220433400626,59.60713430990872,72.997125,97.3820330421797,69.08220726138889,60.41753673883559,59.71909277684919,59.79348369340495,46.19549788448314,55.89592530523574,40.43342311035811,60553901420.085,2.6603752941224,12112.1344206452,1.64419088626954,20374.5902902574,101861562055.315,3.804282939410052,48,17.0799999237061,7.167,12,0.749,22,8.249,2.6,NA,NA,NA,NA,NA,NA,52.60148607021188,54.3688075117371,56.90739628170688,48.418118314778546,42.84846367653238,60.464644566304464
CIV,47.56758460805819,44.52808988295482,51.18856383468613,38.90648909627099,74.981375,37.97957485652126,37.2607427673611,53.5221357417622,52.11216033069789,48.96381713081618,47.77222468575803,55.26938851147441,28.32645345839526,58011466450.8643,6.89028431967284,2314.05068144953,4.19658336772906,5156.0938486893,129259297438.283,6.2547085311469,41.5,3.5,4.944,99,0.627,131,NA,NA,NA,NA,NA,NA,NA,NA,45.27888286827758,55.20255598797417,59.844553050606955,33.68682310469314,29.63488530672125,48.02559689139237
HRV,60.11451491151299,51.98017208073825,76.83478046414504,60.16371170106527,69.28819444444444,85.67691321723498,63.42843910972222,55.6596876512653,54.82873999389292,60.59279473693913,49.54980655328554,55.67599143655065,37.69494754887209,61375222347.0256,2.80760970078776,15014.0850191716,3.73029816624559,29455.5832646874,120409799859.47,0.8312888235194994,30.4,7.19999980926514,5.432,75,0.712,59,17.719,5.106,NA,NA,NA,NA,NA,NA,57.18011229831265,61.08756616931078,57.70057076985502,52.28113718411552,50.91241219816306,63.91887517011886
CYP,65.57248579660843,62.98280130343024,74.86209226689282,68.8108445932249,78.93055555555556,94.35951093615,72.8453897061111,63.2881213629144,66.8782740124001,53.31565610573956,39.06111070182993,66.86946545530853,44.6660075597441,25309818138.8758,5.24074782806838,28689.7067225792,2.79501433288559,39737.3251870293,36328662360.3176,1.1821196292828746,31.4,7.21000003814697,6.046,49,0.684,92,7.333,6.545,NA,NA,NA,NA,NA,NA,47.561110387976015,31.820279350811894,45.379000472962296,53.607454593934484,48.22320457791666,58.77561294425472
CYP,65.57248579660843,62.98280130343024,74.86209226689282,68.8108445932249,78.93055555555556,94.35951093615,72.8453897061111,63.2881213629144,66.8782740124001,53.31565610573956,39.06111070182993,66.86946545530853,44.6660075597441,25309818138.8758,5.24074782806838,28689.7067225792,2.79501433288559,39737.3251870293,36328662360.3176,1.1821196292828746,31.4,7.21000003814697,5.718,64,0.684,92,7.333,6.545,NA,NA,NA,NA,NA,NA,47.561110387976015,31.820279350811894,45.379000472962296,53.607454593934484,48.22320457791666,58.77561294425472
CZE,71.17671553167794,60.48262079589646,83.5163469380748,65.7450342514632,100,87.8222364214997,73.68536201124999,60.38402140685653,62.95222352738158,67.47739513018071,64.56801381840893,70.16979890714398,57.31753317197941,248908731817.502,3.1813140503092,23415.8436273041,2.83682396198071,42425.1669515594,450976470083.056,2.4335733801033137,24.9,2.94000005722046,6.852,20,0.693,82,NA,NA,7.906700000000001,0.013034910714447179,0.15625977425179638,0.08485522322818519,1.7051956397498524,0.04976274935856229,55.16692726523798,48.63665289514867,40.018979421372,56.60412590209864,61.212153099139805,69.36272500843076
DNK,80.62462032924725,75.8501885408715,86.29662717942637,82.34890991626165,100,93.37118976393532,84.94079433541667,66.85793098714446,78.0044616386116,85.76890360712375,59.55183615622639,79.14052318775892,75.36407863819032,356879499797.896,2.17564638865319,61598.5367043936,1.67027371371931,59276.2125135595,343424798762.209,1.8414371457834091,28.7,5.65999984741211,7.6,2,0.778,13,34.651,8.939,NA,NA,NA,NA,NA,NA,60.99842451977051,51.414960772676416,65.64749932446824,57.82490974729244,67.03995184283637,63.064800911579056
DOM,57.38287791183124,48.48574188943115,65.32579524453591,47.39634914872697,74.178,82.5399304098672,56.96683044527778,54.05440112237913,61.5533763115205,58.79751458678484,53.07208886485029,54.82331702875135,31.40118988984972,85555378043.7999,6.98252758438238,8050.63044036673,5.83455956557799,18143.2244783874,192811040163.862,5.705729115147687,43.7,8.89999961853027,5.425,77,0.701,74,25.305,2.495,NA,NA,NA,NA,NA,NA,44.4630204503171,45.44302217361132,46.56239055317072,41.04753309265943,32.98989944454302,56.27225698760102
ECU,55.84635886767359,48.39369264962569,69.71297029113097,45.6610169018477,72.959875,88.12874593399313,60.99187081944445,47.08324902928912,51.16106881770558,55.1276129203585,53.7190440801494,45.19945484925636,32.01770511928213,107562008000,1.28929193290502,6295.93539868079,-0.483387784029659,11843.3936365093,202336764977.653,3.144549839313981,45.4,6.23000001907349,6.028,50,0.729,41,41.818,2.883,0.706702665103,0.2888356671018091,0.09317907769608502,0.0072894384005197,0.7442830438821786,0.009793906310827676,46.58457571058058,52.55354531244432,45.473074182201906,47.012484957882066,39.3436333260885,48.54014077428611
EGY,53.59113101792448,48.08600188514008,70.4911027481,40.55458676900177,50.98427777777773,68.86381870476843,52.7532840275,48.20464175855008,46.37306545212194,52.25402291221839,72.79878942974133,54.06632883621686,37.66365191395721,249712999437.254,5.31412103746398,2537.1253654904,3.19443129839827,11643.2204975294,1145967618744.53,3.605932123257099,31.5,10.4499998092651,4.166,137,0.614,135,251.461,2.516,6.468686868686869,0.8203675792935823,0.1360009294079092,0.05766432866146098,3.8860967469438763,0.014838624052993443,38.94047507883576,33.899690140845074,41.48447107047138,28.651474127557155,40.25731129502675,50.40942876027842
SLV,52.81964556838003,40.66975788920349,59.74999404327689,39.48585286367296,74.871625,82.74419220941031,48.26575970527778,54.00076044489772,52.2354272795384,60.09938819148515,43.16439872333604,51.6278907382239,26.92069973223784,26117400000,2.43096049921077,4067.65944881154,1.91053750875901,8825.45174942152,56665966367.3877,2.4782499218832745,38.6,6.98000001907349,6.253,35,0.69,87,6.018,1.264,NA,NA,NA,NA,NA,NA,44.72778141598738,40.73518668921406,61.05722844080086,43.02557160048134,26.246982158532187,52.57393819090844
EST,70.75275760242242,69.54161950716238,75.213033507434,77.38061568728786,100,84.89035520258126,77.95565664569445,64.77195804081329,69.2607744967882,65.89135743585796,42.32281208582835,69.26786352592049,52.5370450937008,30631142226.8533,4.35546476501582,23170.7073775514,3.99289820775672,37473.2547812386,49538780935.9374,3.6088826297731136,30.4,6.46000003814697,5.893,55,0.734,33,17.711,13.809,NA,NA,NA,NA,NA,NA,59.38314079142684,63.83764829620955,49.84644489988962,59.40132370637784,55.80795793167806,68.02232912297914
SWZ,45.34611222217629,48.78987160402723,58.83713831787955,24.93579435432936,67.81004166666666,30.07564030381282,52.32719735458333,51.61555733102976,57.45096495743948,51.9033636830325,27.01817873849108,50.68329662052359,22.7063017343,4665424249.06156,2.37160969391897,4106.1971526456,1.3410378343645,8728.79177951162,9917574660.75508,2.65666498479232,54.6,23.3999996185303,4.212,135,0.665,107,NA,NA,NA,NA,NA,NA,NA,NA,43.07828568393924,49.84096537117443,48.827684061169784,33.99383273164862,39.57531538346088,43.153630872242516
ETH,44.45183107974748,44.8716525174136,45.50981610542178,16.03751915765515,67.96972222222223,55.96154278269374,32.55482240416667,40.95132329942368,54.56703871736697,45.99531669420113,54.63163674766302,47.8625815479421,26.50900076079962,84269348327.3454,6.81614779681703,771.523813864476,4.05389404381921,2154.7546051196,235352121497.407,9.935854703732431,35,2.78999996185303,4.286,134,0.656,117,16.185,0.197,NA,NA,NA,NA,NA,NA,47.02066397660581,51.72822397248944,69.6578905880498,40.04768351383874,23.521682293157546,50.14783951549353
FIN,80.26160620004491,80.97823926923009,82.29343673757114,76.98957191134568,100,95.4210548169519,87.87808054666667,66.94291069220547,70.86606005324074,89.74944626109694,57.39200345684231,78.30295327532535,76.32551738006273,275946554578.823,1.51758861140196,50030.8773106501,1.38302388903411,51318.3418366854,283047597358.784,1.2458167950240653,27.4,7.82999992370605,7.769,1,0.821,4,45.849,12.234,18.3585,0.009811239506794855,0.04815185363981134,0.1774975787568961,1.0976855957181872,0.16170165614750917,60.400401125544136,60.537315895372245,55.279047769194364,61.56964500601683,64.34920597968355,60.266790977453724
FRA,78.0073276297717,69.50018593094283,90.1285194707947,71.0746830022855,99.87949999999995,99.0842907445753,72.57517916097223,62.5390806399695,61.48563441893719,82.89645333897452,81.4554009418916,69.40810242741402,76.06090148050303,2787863958885.49,1.79286392711333,41631.0907389044,1.63852667485413,48136.2068705809,3223484993309.12,1.3644937110658235,31.6,8.61999988555908,6.592,24,0.779,12,331.725,6.799,54.9061316805991,0.1657859694220878,0.1581961657345965,0.6140236714813938,9.679135769970886,0.0634378611969032,55.51761842090046,48.830087189805504,56.73109328711257,55.60993366760569,59.69745027706776,56.71952768291079
GMB,45.45061916307996,49.29891408208639,52.14516262456023,28.32845961289511,63.58848611111111,57.09983431984313,43.99029232652778,52.55341797510608,54.50388646353869,49.6404769636898,15.99203045368053,47.85199172109671,30.41447730282397,1670670668.5939,7.23489033258579,732.717513775219,4.12107892452607,2210.63867300666,5040481659.59984,2.5048646854111123,35.9,9.64000034332275,4.516,120,0.642,120,NA,NA,NA,NA,NA,NA,NA,NA,41.5391594358115,46.80411730544072,53.51883966577331,39.94629963898916,20.780861882037247,46.64567868681706
GEO,60.87606347472297,61.04183766016767,66.72177380918319,64.82369459776102,74.49152777777778,78.16253966067998,68.94701767569444,60.98263691232287,65.60269735700106,54.10311370634329,40.90117159733283,62.0613592701723,32.67339167223931,17599700090.762,4.86993477619603,4722.78778321766,4.91088036824362,14604.3844435456,54423954243.7106,4.856990030865052,36.4,12.0500001907349,4.519,119,0.677,99,9.862,2.818,NA,NA,NA,NA,NA,NA,51.232155832972765,52.58550879252076,49.602396342424704,47.38101684717208,47.25789450082393,59.33396268192232
