year,country_code,record,crop_land,grazing_land,forest_land,fishing_ground,built_up_land,carbon,total,quality_score
1961,DEU,AreaTotHA,17640812.66,5187832.727,10061374.36,5900872,2623252.766,0,41414144.51,3A
1961,DEU,BiocapPerCap,0.414904859,0.075160365,0.724508098,0.085826602,0.061697856,0,1.36209778,3A
1961,DEU,BiocapTotGHA,30673086.4,5556455.5,53561434.64,6344989.053,4561199.094,0,100697164.7,3A
1961,DEU,EFConsPerCap,0.69519806,0.259535826,0.460464511,0.186993116,0.061697856,2.584334407,4.248223776,3A
1961,DEU,EFConsTotGHA,51394602.19,19186964.53,34041220.34,13824027.06,4561199.094,191054674.1,314062687.3,3A
1961,DEU,EFProdPerCap,0.414904859,0.075160365,0.322458078,0.143967673,0.061697856,2.579284443,3.597473273,3A
1961,DEU,EFProdTotGHA,30673086.4,5556455.5,23838680.78,10643242.1,4561199.094,190681340.3,265954004.2,3A
1962,DEU,AreaPerCap,0.236224262,0.069989051,0.135137911,0.079217924,0.035483883,0,0.55605303,3A
1962,DEU,AreaTotHA,17596133.03,5213421.51,10066301.57,5900872,2643162.54,0,41419890.66,3A
1962,DEU,BiocapPerCap,0.486526333,0.074786527,0.719729007,0.084980547,0.073082431,0,1.439104845,3A
1962,DEU,BiocapTotGHA,36240909.44,5570781.17,53611967.11,6330124.628,5443844.626,0,107197627,3A
1962,DEU,EFConsPerCap,0.830072973,0.273729936,0.472398775,0.197112054,0.073082431,2.746350034,4.592746203,3A
1962,DEU,EFConsTotGHA,61831390.02,20389896.99,35188560.35,14682699.8,5443844.626,204573146.6,342109538.4,3A
1962,DEU,EFProdPerCap,0.486526333,0.074786527,0.331000503,0.156492591,0.073082431,2.738980855,3.860869239,3A
1962,DEU,EFProdTotGHA,36240909.44,5570781.17,24655930.06,11656992.47,5443844.626,204024223.1,287592680.9,3A
1963,DEU,AreaPerCap,0.233818315,0.0696934,0.134113717,0.078594459,0.035483886,0,0.551703778,3A
1963,DEU,AreaTotHA,17555079.08,5232580.495,10069257.9,5900872,2664130.177,0,41421919.65,3A
1963,DEU,BiocapPerCap,0.494061233,0.074218613,0.713640127,0.084026431,0.074977927,0,1.440924331,3A
1963,DEU,BiocapTotGHA,37094117.41,5572333.438,53580100.73,6308704.406,5629342.775,0,108184598.8,3A
1963,DEU,EFConsPerCap,0.768418964,0.263048977,0.424141072,0.19892579,0.074977927,2.93088638,4.660399109,3A
1963,DEU,EFConsTotGHA,57692895.81,19749717.2,31844511.67,14935348.29,5629342.775,220050949.4,349902765.1,3A
1963,DEU,EFProdPerCap,0.494061233,0.074218613,0.280252688,0.156696498,0.074977927,2.941633655,4.021840615,3A
1963,DEU,EFProdTotGHA,37094117.41,5572333.438,21041371.83,11764773.07,5629342.775,220857854.8,301959793.4,3A
1964,DEU,AreaPerCap,0.231949104,0.069581234,0.133083524,0.077975474,0.035483868,0,0.548073204,3A
1964,DEU,AreaTotHA,17552980.37,5265629.428,10071228.79,5900872,2685277.174,0,41475987.76,3A
1964,DEU,BiocapPerCap,0.485945842,0.073939765,0.708080299,0.083185336,0.074340611,0,1.425491853,3A
1964,DEU,BiocapTotGHA,36774437.57,5595465.645,53584684.72,6295133.472,5625800.048,0,107875521.4,3A
1964,DEU,EFConsPerCap,0.775873654,0.257391228,0.453856209,0.186483865,0.074340611,3.063726292,4.811671858,3A
1964,DEU,EFConsTotGHA,58715014.64,19478338.55,34346022.47,14112352.99,5625800.048,231850550.9,364128079.6,3A
1964,DEU,EFProdPerCap,0.485945842,0.073939765,0.295855584,0.149881453,0.074340611,3.016521688,4.096484943,3A
1964,DEU,EFProdTotGHA,36774437.57,5595465.645,22389167.2,11342428.81,5625800.048,228278295.3,310005594.5,3A
1965,DEU,AreaPerCap,0.229862997,0.069737154,0.132136087,0.077382499,0.035483879,0,0.544602616,3A
1965,DEU,AreaTotHA,17528409.35,5317869.366,10076156,5900872,2705855.043,0,41529161.76,3A
1965,DEU,BiocapPerCap,0.452239054,0.073840796,0.703808287,0.082257917,0.069812001,0,1.381958054,3A
1965,DEU,BiocapTotGHA,34485895.38,5630796.239,53669533.22,6272651.341,5323576.834,0,105382453,3A
1965,DEU,EFConsPerCap,0.761402598,0.264028359,0.466103407,0.205004943,0.069812001,3.115999712,4.88235102,3A
1965,DEU,EFConsTotGHA,58061439.19,20133719.71,35543134.07,15632836.15,5323576.834,237613357.6,372308063.6,3A
1965,DEU,EFProdPerCap,0.452239054,0.073840796,0.296625709,0.166636601,0.069812001,3.038423549,4.097577709,3A
1965,DEU,EFProdTotGHA,34485895.38,5630796.239,22619459.9,12707023.72,5323576.834,231697717.5,312464469.6,3A
1966,DEU,AreaPerCap,0.22804502199999999,0.069253822,0.131236256,0.07681797,0.035483882,0,0.540836952,3A
1966,DEU,AreaTotHA,17517574.11,5319822.139,10081083.22,5900872,2725740.422,0,41545091.89,3A
1966,DEU,BiocapPerCap,0.443477166,0.073304097,0.700250945,0.081630064,0.069005196,0,1.367667469,3A
1966,DEU,BiocapTotGHA,34066273.67,5630949.262,53790684.51,6270519.21,5300723.639,0,105059150.3,3A
1966,DEU,EFConsPerCap,0.764304061,0.236706697,0.473229359,0.211207497,0.069005196,3.078281652,4.832734462,3A
1966,DEU,EFConsTotGHA,58711007.64,18182931.94,36351726.9,16224177.8,5300723.639,236462197.2,371232765.2,3A
1966,DEU,EFProdPerCap,0.443477166,0.073304097,0.313970647,0.173521203,0.069005196,2.989073356,4.062351666,3A
1966,DEU,EFProdTotGHA,34066273.67,5630949.262,24118062.47,13329256.24,5300723.639,229609546.3,312054811.5,3A
1967,DEU,AreaPerCap,0.224405764,0.068585151,0.130313452,0.076285272,0.035483846,0,0.535073486,3A
1967,DEU,AreaTotHA,17358392.46,5305246.847,10080097.78,5900872,2744771.416,0,41389380.5,3A
1967,DEU,BiocapPerCap,0.536756412,0.072384746,0.695362113,0.080827745,0.084873853,0,1.470204869,3A
1967,DEU,BiocapTotGHA,41519559.37,5599155.784,53788139.08,6252244.542,6565221.985,0,113724320.8,3A
1967,DEU,EFConsPerCap,0.837769391,0.213292056,0.440746333,0.233263343,0.084873853,2.974626394,4.784571371,3A
1967,DEU,EFConsTotGHA,64803726.99,16498717.08,34092920.29,18043550.13,6565221.985,230095392.4,370099528.8,3A
1967,DEU,EFProdPerCap,0.536756412,0.072384746,0.314767354,0.19630168,0.084873853,2.929760804,4.134844851,3A
1967,DEU,EFProdTotGHA,41519559.37,5599155.784,24348105.72,15184465.61,6565221.985,226624917.7,319841426.2,3A
1968,DEU,AreaPerCap,0.222631512,0.067336779,0.129482673,0.075806346,0.035483882,0,0.530741192,3A
1968,DEU,AreaTotHA,17329948.23,5241589.047,10079112.33,5900872,2762114.987,0,41313636.6,3A
1968,DEU,BiocapPerCap,0.535816079,0.070926679,0.689125438,0.080161467,0.085400464,0,1.461430127,3A
1968,DEU,BiocapTotGHA,41708672.88,5521031.873,53642487.77,6239880.71,6647691.55,0,113759764.8,3A
1968,DEU,EFConsPerCap,0.833388313,0.239195817,0.483558101,0.234346443,0.085400464,3.169618577,5.045507716,3A
1968,DEU,EFConsTotGHA,64872111.75,18619336.9,37640838.84,18241854.85,6647691.55,246727542.5,392749376.4,3A
1968,DEU,EFProdPerCap,0.535816079,0.070926679,0.29041729,0.195105849,0.085400464,3.08623217,4.263898531,3A
1968,DEU,EFProdTotGHA,41708672.88,5521031.873,22606487.96,15187312.12,6647691.55,240236628,331907824.4,3A
1969,DEU,AreaPerCap,0.22102031,0.06690065,0.128748602,0.07540607,0.035483875,0,0.527559508,3A
1969,DEU,AreaTotHA,17295856.32,5235283.724,10075170.56,5900872,2776776.476,0,41283959.08,3A
1969,DEU,BiocapPerCap,0.521556434,0.069975984,0.684102302,0.079182242,0.083733676,0,1.438550638,3A
1969,DEU,BiocapTotGHA,40814190.9,5475942.759,53534153.1,6196374.782,6552545.482,0,112573207,3A
1969,DEU,EFConsPerCap,0.828639481,0.247903679,0.552591792,0.23209991,0.083733676,3.473692127,5.418660666,3A
1969,DEU,EFConsTotGHA,64844852.43,19399603.63,43242850.54,18162885.96,6552545.482,271832393.4,424035131.4,3A
1969,DEU,EFProdPerCap,0.521556434,0.069975984,0.314789261,0.192722502,0.083733676,3.366008174,4.548786031,3A
1969,DEU,EFProdTotGHA,40814190.9,5475942.759,24633708.23,15081422.57,6552545.482,263405628.5,355963438.4,3A
1970,DEU,AreaPerCap,0.218425373,0.065509914,0.128114003,0.075100505,0.035483857,0,0.522633653,3A
1970,DEU,AreaTotHA,17162336.82,5147310.507,10066301.57,5900872,2788073.097,0,41064894,3A
1970,DEU,BiocapPerCap,0.488827106,0.068663547,0.680125615,0.079025066,0.07941143,0,1.396052764,3A
1970,DEU,BiocapTotGHA,38408612.24,5395100.848,53439509.97,6209236.486,6239594.267,0,109692053.8,3A
1970,DEU,EFConsPerCap,0.842027308,0.237658057,0.571736972,0.223359437,0.07941143,4.86221452,6.816407724,3A
1970,DEU,EFConsTotGHA,66160611.67,18673506.54,44923089.07,17550021.08,6239594.267,382038781.5,535585604.1,3A
1970,DEU,EFProdPerCap,0.488827106,0.068663547,0.323710735,0.187030438,0.07941143,4.688382533,5.836025788,3A
1970,DEU,EFProdTotGHA,38408612.24,5395100.848,25434923.57,14695542.59,6239594.267,368380280.8,458554054.3,3A
1971,DEU,AreaPerCap,0.218059835,0.06473488,0.127941777,0.074896897,0.035483868,0,0.521117257,3A
1971,DEU,AreaTotHA,17180193.33,5100241.212,10080097.78,5900872,2795653.337,0,41057057.66,3A
1971,DEU,BiocapPerCap,0.543840462,0.067745979,0.679171751,0.078688598,0.088496641,0,1.457943431,3A
1971,DEU,BiocapTotGHA,42847341.75,5337475.464,53509634.12,6199607.237,6972349.59,0,114866408.2,3A
1971,DEU,EFConsPerCap,0.912615755,0.240391532,0.564334486,0.203516259,0.088496641,4.879117062,6.888471737,3A
1971,DEU,EFConsTotGHA,71901893.9,18939631.89,44461996.32,16034354.41,6972349.59,384409052,542719278.1,3A
1971,DEU,EFProdPerCap,0.543840462,0.067745979,0.33229388,0.166635588,0.088496641,4.649261515,5.848274065,3A
1971,DEU,EFProdTotGHA,42847341.75,5337475.464,26180305.53,13128651.69,6972349.59,366299514.5,460765638.6,3A
1972,DEU,AreaPerCap,0.218442188,0.064380268,0.127692688,0.074787638,0.035483864,0,0.520786646,3A
1972,DEU,AreaTotHA,17235460.67,5079712.804,10075170.56,5900872,2799737.308,0,41090953.34,3A
1972,DEU,BiocapPerCap,0.553919494,0.067606071,0.67802969,0.078843435,0.089978974,0,1.468377663,3A
1972,DEU,BiocapTotGHA,43705191.46,5334234.111,53497697.28,6220881.298,7099494.316,0,115857498.5,3A
1972,DEU,EFConsPerCap,0.958453359,0.268423088,0.539114396,0.192879732,0.089978974,5.035710198,7.084559748,3A
1972,DEU,EFConsTotGHA,75623602.43,21179038.82,42537044.02,15218539.37,7099494.316,397326111.1,558983830,3A
1972,DEU,EFProdPerCap,0.553919494,0.067606071,0.29038405900000003,0.147227319,0.089978974,4.767031119,5.916147035,3A
1972,DEU,EFProdTotGHA,43705191.46,5334234.111,22911796.79,11616486.19,7099494.316,376126874.2,466794077,3A
1973,DEU,AreaPerCap,0.218511761,0.063915622,0.127574458,0.074754951,0.035483847,0,0.520240639,3A
1973,DEU,AreaTotHA,17248488.77,5045256.491,10070243.34,5900872,2800960.115,0,41065820.72,3A
1973,DEU,BiocapPerCap,0.552486225,0.066706828,0.678433785,0.078326017,0.089717534,0,1.465670389,3A
1973,DEU,BiocapTotGHA,43611164.87,5265583.73,53552987.07,6182758.374,7081961.499,0,115694455.5,3A
1973,DEU,EFConsPerCap,0.912585807,0.208853027,0.600061689,0.198151047,0.089717534,5.225952401,7.235321506,3A
1973,DEU,EFConsTotGHA,72036058.65,16486064.95,47366591.36,15641291.32,7081961.499,412516840.3,571128808,3A
1973,DEU,EFProdPerCap,0.552486225,0.066706828,0.366967807,0.148561837,0.089717534,5.055708345,6.280148575,3A
1973,DEU,EFProdTotGHA,43611164.87,5265583.73,28967045.33,11726907.3,7081961.499,399078420.8,495731083.6,3A
1974,DEU,AreaPerCap,0.219086529,0.063197356,0.12728051,0.074772949,0.035483871,0,0.519821215,3A
1974,DEU,AreaTotHA,17289696.11,4987358.619,10044621.82,5900872,2800287.862,0,41022836.41,3A
1974,DEU,BiocapPerCap,0.59935989,0.06618247,0.675980321,0.078612458,0.097074015,0,1.517209156,3A
1974,DEU,BiocapTotGHA,47299806.22,5222935.467,53346476.34,6203875.353,7660809.792,0,119733903.2,3A
1974,DEU,EFConsPerCap,0.922971656,0.180738721,0.552886078,0.22261152,0.097074015,4.843126093,6.819408083,3A
1974,DEU,EFConsTotGHA,72838341.68,14263394.36,43632222.93,17567878.51,7660809.792,382205965.6,538168612.9,3A
1974,DEU,EFProdPerCap,0.59935989,0.06618247,0.370539202,0.176167822,0.097074015,4.87199872,6.181322121,3A
1974,DEU,EFProdTotGHA,47299806.22,5222935.467,29241917.44,13902671.82,7660809.792,384484512.6,487812653.4,3A
1975,DEU,AreaPerCap,0.219808401,0.062828062,0.127587249,0.07482102,0.035483864,0,0.520528597,3A
1975,DEU,AreaTotHA,17335519.24,4955029.384,10062359.8,5900872,2798488.165,0,41052268.59,3A
1975,DEU,BiocapPerCap,0.573890991,0.065761412,0.677918693,0.078621965,0.092643729,0,1.48883679,3A
1975,DEU,BiocapTotGHA,45260773.87,5186372.371,53465074.57,6200639.205,7306486.658,0,117419346.7,3A
1975,DEU,EFConsPerCap,0.891947085,0.206705991,0.494920131,0.203166601,0.092643729,4.668027733,6.55741127,3A
1975,DEU,EFConsTotGHA,70344744.81,16302178.04,39032618.52,16023038.73,7306486.658,368151009.2,517160076,3A
1975,DEU,EFProdPerCap,0.573890991,0.065761412,0.320368276,0.157660008,0.092643729,4.563524094,5.77384851,3A
1975,DEU,EFProdTotGHA,45260773.87,5186372.371,25266324.63,12434093.03,7306486.658,359909173,455363223.5,3A
1976,DEU,AreaPerCap,0.220961976,0.062312301,0.127728848,0.074889389,0.035483861,0,0.521376375,3A
1976,DEU,AreaTotHA,17410588.42,4909866.634,10064330.69,5900872,2795933.05,0,41081590.79,3A
1976,DEU,BiocapPerCap,0.482484741,0.065138975,0.678644355,0.078594151,0.077481301,0,1.382343523,3A
1976,DEU,BiocapTotGHA,38017143.94,5132592.987,53473442.63,6192786.843,6105100.336,0,108921066.7,3A
1976,DEU,EFConsPerCap,0.886884833,0.239935834,0.551839415,0.192016643,0.077481301,4.989577505,6.93773553,3A
1976,DEU,EFConsTotGHA,69881647,18905624.06,43481910.75,15129855.37,6105100.336,393151264.7,546655402.2,3A
1976,DEU,EFProdPerCap,0.482484741,0.065138975,0.34828306,0.147858031,0.077481301,4.884482738,6.005728846,3A
1976,DEU,EFProdTotGHA,38017143.94,5132592.987,27442789.57,11650399.61,6105100.336,384870375.1,473218401.5,3A
1977,DEU,AreaPerCap,0.221223444,0.062025793,0.128567967,0.074977602,0.035483868,0,0.522278674,3A
1977,DEU,AreaTotHA,17410682.56,4881541.34,10118530.06,5900872,2792644.139,0,41104270.1,3A
1977,DEU,BiocapPerCap,0.55685414,0.065138438,0.683160909,0.079049544,0.089318466,0,1.473521496,3A
1977,DEU,BiocapTotGHA,43825421.45,5126512.087,53765991.08,6221341.129,7029523.737,0,115968789.5,3A
1977,DEU,EFConsPerCap,0.914731139,0.220554958,0.579907091,0.155883977,0.089318466,4.947147219,6.907542849,3A
1977,DEU,EFConsTotGHA,71990984.26,17358071.51,45639730.1,12268349.08,7029523.737,389349375.5,543636034.2,3A
1977,DEU,EFProdPerCap,0.55685414,0.065138438,0.35719085,0.111179999,0.089318466,4.820822472,6.000504364,3A
1977,DEU,EFProdTotGHA,43825421.45,5126512.087,28111561.69,8750065.691,7029523.737,379407391,472250475.6,3A
1978,DEU,AreaPerCap,0.221823896,0.061650711,0.128764551,0.075084932,0.035483871,0,0.522807961,3A
1978,DEU,AreaTotHA,17432984.03,4845086.025,10119515.5,5900872,2788652.481,0,41087110.04,3A
1978,DEU,BiocapPerCap,0.584831092,0.064840975,0.683136821,0.079280621,0.093552009,0,1.505641519,3A
1978,DEU,BiocapTotGHA,45961464.34,5095806.624,53687242.46,6230608.278,7352186.6,0,118327308.3,3A
1978,DEU,EFConsPerCap,0.987990191,0.215538484,0.596641305,0.141407943,0.093552009,5.139317483,7.174447414,3A
1978,DEU,EFConsTotGHA,77645454.43,16939017.91,46889620.61,11113150.82,7352186.6,403895347.4,563834777.7,3A
1978,DEU,EFProdPerCap,0.584831092,0.064840975,0.345814522,0.099920164,0.093552009,4.964909113,6.153867875,3A
1978,DEU,EFProdTotGHA,45961464.34,5095806.624,27177320.16,7852655.463,7352186.6,390188716.2,483628149.4,3A
1979,DEU,AreaPerCap,0.221934212,0.061369653,0.128985133,0.075213557,0.035483843,0,0.522986398,3A
1979,DEU,AreaTotHA,17411826.07,4814749.856,10119515.5,5900872,2783881.288,0,41030844.71,3A
1979,DEU,BiocapPerCap,0.582207643,0.064655503,0.684481317,0.079551938,0.093085984,0,1.503982384,3A
1979,DEU,BiocapTotGHA,45677041.47,5072540.901,53700912.17,6241239.233,7303051.417,0,117994785.2,3A
1979,DEU,EFConsPerCap,0.970067137,0.224164787,0.610723366,0.136570302,0.093085984,5.408854227,7.443465804,3A
1979,DEU,EFConsTotGHA,76106518.72,17586825.61,47914239.68,10714609.17,7303051.417,424351109.1,583976353.7,3A
1979,DEU,EFProdPerCap,0.582207643,0.064655503,0.348676861,0.088945167,0.093085984,5.250619754,6.428190911,3A
1979,DEU,EFProdTotGHA,45677041.47,5072540.901,27355407.74,6978184.024,7303051.417,411936839.5,504323065.1,3A
1980,DEU,AreaPerCap,0.221876222,0.06110597,0.12931482,0.075361771,0.035483885,0,0.523142668,3A
1980,DEU,AreaTotHA,17373041.66,4784634.219,10125428.16,5900872,2778409.565,0,40962385.61,3A
1980,DEU,BiocapPerCap,0.578609154,0.064373687,0.682864241,0.079703729,0.092534931,0,1.498085742,3A
1980,DEU,BiocapTotGHA,45305444.81,5040498.411,53468680.87,6240849.956,7245540.744,0,117301014.8,3A
1980,DEU,EFConsPerCap,0.992965852,0.214515353,0.640533186,0.126813503,0.092534931,5.093332233,7.160695057,3A
1980,DEU,EFConsTotGHA,77749823.55,16796681.16,50154133.77,9929573.538,7245540.744,398810977.8,560686730.6,3A
1980,DEU,EFProdPerCap,0.578609154,0.064373687,0.377238098,0.074892799,0.092534931,4.917639351,6.105288019,3A
1980,DEU,EFProdTotGHA,45305444.81,5040498.411,29537970.01,5864151.196,7245540.744,385054119.4,478047724.6,3A
1981,DEU,AreaPerCap,0.221784288,0.061013598,0.129792855,0.075530097,0.035483864,0,0.523604702,3A
1981,DEU,AreaTotHA,17327141.84,4766754.538,10140209.81,5900872,2772215.968,0,40907194.16,3A
1981,DEU,BiocapPerCap,0.574605249,0.064399718,0.685656318,0.080035043,0.091932637,0,1.496628965,3A
1981,DEU,BiocapTotGHA,44891668.06,5031298.942,53567655.11,6252825.873,7182338.561,0,116925786.5,3A
1981,DEU,EFConsPerCap,0.970700623,0.200297737,0.603673952,0.117022897,0.091932637,4.755088184,6.738716031,3A
1981,DEU,EFConsTotGHA,75837055.48,15648481.32,47162692.48,9142542.769,7182338.561,371496502.4,526469613,3A
1981,DEU,EFProdPerCap,0.574605249,0.064399718,0.360884995,0.075063624,0.091932637,4.66414786,5.831034084,3A
1981,DEU,EFProdTotGHA,44891668.06,5031298.942,28194537.75,5864428.286,7182338.561,364391689.4,455555961,3A
1982,DEU,AreaPerCap,0.221679923,0.060884767,0.130056664,0.075705686,0.035483843,0,0.523810883,3A
1982,DEU,AreaTotHA,17278819.09,4745656.99,10137253.48,5900872,2765784.517,0,40828386.07,3A
1982,DEU,BiocapPerCap,0.627831143,0.063914535,0.68776285,0.079785191,0.100495621,0,1.559789341,3A
1982,DEU,BiocapTotGHA,48936234.67,4981811.954,53607605.5,6218848.641,7833120.974,0,121577621.7,3A
1982,DEU,EFConsPerCap,1.03852323,0.195761304,0.589819868,0.121808463,0.100495621,4.533051145,6.579459632,3A
1982,DEU,EFConsTotGHA,80947587.68,15258594.96,45973449.72,9494348.287,7833120.974,353328211.1,512835312.8,3A
1982,DEU,EFProdPerCap,0.627831143,0.063914535,0.360086952,0.078417055,0.100495621,4.423900589,5.654645895,3A
1982,DEU,EFProdTotGHA,48936234.67,4981811.954,28066940.94,6112209.392,7833120.974,344820482.1,440750800,3A
1983,DEU,AreaPerCap,0.221848838,0.060608602,0.13036614,0.075856335,0.035483853,0,0.524163769,3A
1983,DEU,AreaTotHA,17257643.67,4714749.344,10141195.25,5900872,2760292.558,0,40774752.82,3A
1983,DEU,BiocapPerCap,0.57089393,0.063466087,0.689538435,0.079744752,0.09131225,0,1.494955454,3A
1983,DEU,BiocapTotGHA,44409896.79,4937033.343,53639264.9,6203352.392,7103189.171,0,116292736.6,3A
1983,DEU,EFConsPerCap,1.025212599,0.228837335,0.593248204,0.11260494,0.09131225,4.511276558,6.562491887,3A
1983,DEU,EFConsTotGHA,79751392.19,17801279.57,46148838.06,8759549.732,7103189.171,350932661.6,510496910.4,3A
1983,DEU,EFProdPerCap,0.57089393,0.063466087,0.337417386,0.067569925,0.09131225,4.383462601,5.514122178,3A
1983,DEU,EFProdTotGHA,44409896.79,4937033.343,26247732.72,5256271.354,7103189.171,340990000.9,428944124.3,3A
1984,DEU,AreaPerCap,0.221675713,0.060475902,0.13053546,0.075940099,0.035483882,0,0.524111055,3A
1984,DEU,AreaTotHA,17225155.4,4699237.419,10143166.14,5900872,2757250.093,0,40725681.05,3A
1984,DEU,BiocapPerCap,0.663187462,0.062917411,0.690007576,0.079316302,0.106157167,0,1.601585917,3A
1984,DEU,BiocapTotGHA,51532515.42,4888953.179,53616553.54,6163217.465,8248867.987,0,124450107.6,3A
1984,DEU,EFConsPerCap,1.085657796,0.216551409,0.600018479,0.111208902,0.106157167,4.56572139,6.685315142,3A
1984,DEU,EFConsTotGHA,84360275.66,16826974.97,46624014.02,8641409.557,8248867.987,354776170.3,519477712.5,3A
1984,DEU,EFProdPerCap,0.663187462,0.062917411,0.361881806,0.071669123,0.106157167,4.502630758,5.768443726,3A
1984,DEU,EFProdTotGHA,51532515.42,4888953.179,28119771.3,5568998.826,8248867.987,349873757.1,448232863.8,3A
1985,DEU,AreaPerCap,0.221573792,0.060190474,0.131084047,0.075927297,0.035483878,0,0.524259488,3A
1985,DEU,AreaTotHA,17220138.7,4677847.027,10187511.08,5900872,2757714.71,0,40744083.51,3A
1985,DEU,BiocapPerCap,0.682038496,0.062292106,0.691847339,0.078887101,0.109224881,0,1.624289923,3A
1985,DEU,BiocapTotGHA,53006257.56,4841180.416,53768575.29,6130900.293,8488673.569,0,126235587.1,3A
1985,DEU,EFConsPerCap,1.10721698,0.218008513,0.584313379,0.113191555,0.109224881,4.609824831,6.74178014,3A
1985,DEU,EFConsTotGHA,86050023.2,16943054.46,45411315.72,8796953.193,8488673.569,358263593.1,523953613.3,3A
1985,DEU,EFProdPerCap,0.682038496,0.062292106,0.364447279,0.058778596,0.109224881,4.550444027,5.827225384,3A
1985,DEU,EFProdTotGHA,53006257.56,4841180.416,28323894.4,4568119.548,8488673.569,353648671.5,452876797,3A
1986,DEU,AreaPerCap,0.22108854,0.059879305,0.130945088,0.075810143,0.035483864,0,0.52320694,3A
1986,DEU,AreaTotHA,17208979.23,4660855.413,10192438.29,5900872,2761975.269,0,40725120.21,3A
1986,DEU,BiocapPerCap,0.672234412,0.061541296,0.689208933,0.078220395,0.107891049,0,1.609096085,3A
1986,DEU,BiocapTotGHA,52325046.07,4790220.608,53646300.31,6088480.021,8397969.526,0,125248016.5,3A
1986,DEU,EFConsPerCap,1.029302681,0.21000167,0.604555066,0.106930633,0.107891049,4.689548974,6.748230073,3A
1986,DEU,EFConsTotGHA,80118347.46,16346004.99,47057054.96,8323213.119,8397969.526,365022768.3,525265358.3,3A
1986,DEU,EFProdPerCap,0.672234412,0.061541296,0.359218045,0.050217865,0.107891049,4.564291242,5.815393909,3A
1986,DEU,EFProdTotGHA,52325046.07,4790220.608,27960634.56,3908833.045,8397969.526,355273019.6,452655723.4,3A
1987,DEU,AreaPerCap,0.219884775,0.059299875,0.13079634,0.075599768,0.035483857,0,0.521064616,3A
1987,DEU,AreaTotHA,17162908.57,4628598.489,10209190.83,5900872,2769660.575,0,40671230.46,3A
1987,DEU,BiocapPerCap,0.658087964,0.060876937,0.688385615,0.077915218,0.1061988,0,1.591464534,3A
1987,DEU,BiocapTotGHA,51366464.8,4751694.658,53731320.7,6081602.31,8289251.895,0,124220334.4,3A
1987,DEU,EFConsPerCap,0.993290292,0.210646875,0.609617628,0.097458242,0.1061988,4.645213107,6.662424944,3A
1987,DEU,EFConsTotGHA,77530381.34,16441852.59,47583156.22,7607015.546,8289251.895,362577935.6,520029593.2,3A
1987,DEU,EFProdPerCap,0.658087964,0.060876937,0.36250701,0.048953041,0.1061988,4.52050589,5.757129642,3A
1987,DEU,EFProdTotGHA,51366464.8,4751694.658,28295158.94,3820985.624,8289251.895,352844025.9,449367581.8,3A
1988,DEU,AreaPerCap,0.219030757,0.058870788,0.130434065,0.075310412,0.035483871,0,0.519129892,3A
1988,DEU,AreaTotHA,17161935.91,4612761.702,10220030.7,5900872,2780303.239,0,40675903.55,3A
1988,DEU,BiocapPerCap,0.676285206,0.060317804,0.686510511,0.07746464,0.109560947,0,1.610139108,3A
1988,DEU,BiocapTotGHA,52989651,4726141.242,53790844.62,6069664.391,8584538.428,0,126160839.7,3A
1988,DEU,EFConsPerCap,1.014583651,0.211101199,0.616684335,0.088810847,0.109560947,4.602538832,6.643279811,3A
1988,DEU,EFConsTotGHA,79496687.41,16540623.32,48319684.42,6958685.13,8584538.428,360627327.6,520527546.3,3A
1988,DEU,EFProdPerCap,0.676285206,0.060317804,0.378598834,0.046782131,0.109560947,4.511842339,5.783387261,3A
1988,DEU,EFProdTotGHA,52989651,4726141.242,29664733.08,3665567.096,8584538.428,353520894.6,453151525.4,3A
1989,DEU,AreaPerCap,0.218042029,0.058293661,0.129997628,0.074964453,0.035483868,0,0.516781638,3A
1989,DEU,AreaTotHA,17163309.49,4588620.59,10232841.46,5900872,2793133.983,0,40678777.52,3A
1989,DEU,BiocapPerCap,0.667497311,0.059660407,0.683917391,0.077023467,0.108627618,0,1.596726193,3A
1989,DEU,BiocapTotGHA,52542452.38,4696204.811,53834968.81,6062948.52,8550688.279,0,125687262.8,3A
1989,DEU,EFConsPerCap,0.975952554,0.210410257,0.665317104,0.094995155,0.108627618,4.52900765,6.584310337,3A
1989,DEU,EFConsTotGHA,76822692.39,16562569.97,52370836.04,7477600.761,8550688.279,356503561.6,518287949.1,3A
1989,DEU,EFProdPerCap,0.667497311,0.059660407,0.418595815,0.045965107,0.108627618,4.402760887,5.703107145,3A
1989,DEU,EFProdTotGHA,52542452.38,4696204.811,32950021.37,3618171.078,8550688.279,346565971.8,448923509.7,3A
1990,DEU,AreaPerCap,0.217335644,0.057684609,0.133707782,0.0745829,0.035483878,0,0.518794813,3A
1990,DEU,AreaTotHA,17195226,4563908,10578732,5900872,2807424,0,41046162,3A
1990,DEU,BiocapPerCap,0.659167587,0.059149251,0.700547984,0.076777041,0.107620738,0,1.603262601,3A
1990,DEU,BiocapTotGHA,52152216.87,4679787.984,55426163.41,6074468.689,8514769.465,0,126847406.4,3A
1990,DEU,EFConsPerCap,0.990911821,0.208587877,1.022984892,0.091759226,0.107620738,4.477860725,6.899725278,3A
1990,DEU,EFConsTotGHA,78399255.61,16503117.56,80936822.37,7259833.697,8514769.465,354280714.2,545894512.9,3A
