country_code,category,indicator,value
UKR,se,ggi_index,0.708
UKR,se,ggi_rank,65
ARE,se,gini_index,32.5
ARE,se,unemployment_pctg,5
ARE,se,happiness_score,6.825
ARE,se,happiness_rank,21
ARE,se,ggi_index,0.642
ARE,se,ggi_rank,121
GBR,se,gini_index,34.8
GBR,se,unemployment_pctg,4.34000015258789
GBR,se,happiness_score,7.054
GBR,se,happiness_rank,15
GBR,se,ggi_index,0.774
GBR,se,ggi_rank,15
USA,se,gini_index,41.1
USA,se,unemployment_pctg,8.3100004196167
USA,se,happiness_score,6.892
USA,se,happiness_rank,19
USA,se,ggi_index,0.72
USA,se,ggi_rank,51
URY,se,gini_index,39.7
URY,se,unemployment_pctg,12.6700000762939
URY,se,happiness_score,6.293
URY,se,happiness_rank,33
URY,se,ggi_index,0.715
URY,se,ggi_rank,56
UZB,se,unemployment_pctg,5.96999979019165
UZB,se,happiness_score,6.174
UZB,se,happiness_rank,41
UZB,se,ggi_index,0.6913
UZB,se,ggi_rank,58
VEN,se,unemployment_pctg,9.14000034332275
VEN,se,happiness_score,4.707
VEN,se,happiness_rank,108
VEN,se,ggi_index,0.709
VEN,se,ggi_rank,64
VNM,se,gini_index,35.7
VNM,se,unemployment_pctg,2.26999998092651
VNM,se,happiness_score,5.175
VNM,se,happiness_rank,94
VNM,se,ggi_index,0.698
VNM,se,ggi_rank,77
YEM,se,gini_index,36.7
YEM,se,unemployment_pctg,13.4200000762939
YEM,se,happiness_score,3.38
YEM,se,happiness_rank,151
YEM,se,ggi_index,0.499
YEM,se,ggi_rank,149
ZMB,se,gini_index,57.1
ZMB,se,unemployment_pctg,12.1700000762939
ZMB,se,happiness_score,4.107
ZMB,se,happiness_rank,138
ZMB,se,ggi_index,0.65
ZMB,se,ggi_rank,116
ZWE,se,gini_index,44.3
ZWE,se,unemployment_pctg,5.73000001907349
ZWE,se,happiness_score,3.663
ZWE,se,happiness_rank,146
ZWE,se,ggi_index,0.721
ZWE,se,ggi_rank,47
TWN,se,happiness_score,6.446
TWN,se,happiness_rank,25
PSE,se,happiness_score,4.696
PSE,se,happiness_rank,110
SOM,se,happiness_score,4.668
SOM,se,happiness_rank,112
NER,se,happiness_score,4.628
NER,se,happiness_rank,114
COM,se,happiness_score,3.973
COM,se,happiness_rank,142
AFG,se,happiness_score,3.203
AFG,se,happiness_rank,154
CAF,se,happiness_score,3.083
CAF,se,happiness_rank,155
SSD,se,happiness_score,2.853
SSD,se,happiness_rank,156
ALB,env,co2,5.403
ALB,env,consumption_co2_per_capita,2.16
ALB,env,gsci_rank,69
ALB,env,gsci_score,47.437460319248856
ALB,env,nat_cap_rank,66
ALB,env,nat_cap_score,51.426973278633376
ARG,env,co2,185.03
ARG,env,consumption_co2_per_capita,4.228
ARG,env,ren_gen_twh_19,8.19297833926771
ARG,env,ren_gen_growth_19,1.0340006794797256
ARG,env,rene_gen_growth_08_18,0.08090091154975387
ARG,env,renewable_cons_exj,0.13899454929874802
ARG,env,total_consumption,3.4627693716586956
ARG,env,renewable_cons_prop,0.040139707378827966
ARG,env,gsci_rank,64
ARG,env,gsci_score,48.062941492334566
ARG,env,nat_cap_rank,37
ARG,env,nat_cap_score,57.895176129878216
ARM,env,co2,6.297
ARM,env,consumption_co2_per_capita,2.157
ARM,env,gsci_rank,71
ARM,env,gsci_score,47.24765752852545
ARM,env,nat_cap_rank,146
ARM,env,nat_cap_score,39.27380482897385
AUS,env,co2,415.954
AUS,env,consumption_co2_per_capita,15.219
AUS,env,ren_gen_twh_19,41.05111558893802
AUS,env,ren_gen_growth_19,0.26840231576005125
AUS,env,rene_gen_growth_08_18,0.1532786761512066
AUS,env,renewable_cons_exj,0.4216862651660096
AUS,env,total_consumption,6.409584517554568
AUS,env,renewable_cons_prop,0.06578995315704089
AUS,env,gsci_rank,45
AUS,env,gsci_score,50.21317012478893
AUS,env,nat_cap_rank,49
AUS,env,nat_cap_score,55.48823045583396
AUT,env,co2,66.72
AUT,env,consumption_co2_per_capita,10.476
AUT,env,ren_gen_twh_19,13.573681091833
AUT,env,ren_gen_growth_19,0.0975506281911851
AUT,env,rene_gen_growth_08_18,0.06222306357567553
AUT,env,renewable_cons_exj,0.14237980096387293
AUT,env,total_consumption,1.4998381697302703
AUT,env,renewable_cons_prop,0.09493010901934733
AUT,env,gsci_rank,14
AUT,env,gsci_score,56.67429566072613
AUT,env,nat_cap_rank,70
AUT,env,nat_cap_score,51.17664813486168
AZE,env,co2,37.488
AZE,env,consumption_co2_per_capita,3.964
AZE,env,ren_gen_twh_19,0.25954434389140274
AZE,env,ren_gen_growth_19,0.27659656589001935
AZE,env,rene_gen_growth_08_18,0
AZE,env,renewable_cons_exj,0.0023136767403018938
AZE,env,total_consumption,0.6557243083645863
AZE,env,renewable_cons_prop,0.0035284291138639274
AZE,env,gsci_rank,97
AZE,env,gsci_score,45.07803560546149
AZE,env,nat_cap_rank,118
AZE,env,nat_cap_score,43.562496035790474
BHR,env,co2,31.594
BHR,env,consumption_co2_per_capita,11.243
BHR,env,gsci_rank,145
BHR,env,gsci_score,41.304337136120225
BHR,env,nat_cap_rank,177
BHR,env,nat_cap_score,30.252011074487278
BGD,env,co2,85.719
BGD,env,consumption_co2_per_capita,0.669
BGD,env,ren_gen_twh_19,0.4334566413029373
BGD,env,ren_gen_growth_19,0.3902637355305003
BGD,env,rene_gen_growth_08_18,0.32080755643527303
BGD,env,renewable_cons_exj,0.0038639969335321246
BGD,env,total_consumption,1.7581835724992263
BGD,env,renewable_cons_prop,0.0021977209854369887
BGD,env,gsci_rank,115
BGD,env,gsci_score,43.298755371359135
BGD,env,nat_cap_rank,140
BGD,env,nat_cap_score,40.13573444725318
BLR,env,co2,61.872
BLR,env,consumption_co2_per_capita,6.851
BLR,env,ren_gen_twh_19,0.3400158009473235
BLR,env,ren_gen_growth_19,0.03914772421024604
BLR,env,rene_gen_growth_08_18,0.24611133028622767
BLR,env,renewable_cons_exj,0.0038264215883992763
BLR,env,total_consumption,1.0576082056922587
BLR,env,renewable_cons_prop,0.0036179953670978635
BLR,env,gsci_rank,59
BLR,env,gsci_score,48.562062354535875
BLR,env,nat_cap_rank,31
BLR,env,nat_cap_score,59.67204309543859
BEL,env,co2,100.208
BEL,env,consumption_co2_per_capita,15.436
BEL,env,ren_gen_twh_19,18.60598244515918
BEL,env,ren_gen_growth_19,0.10097117330858718
BEL,env,rene_gen_growth_08_18,0.14740688169681038
BEL,env,renewable_cons_exj,0.18554230045464365
BEL,env,total_consumption,2.712698803199905
BEL,env,renewable_cons_prop,0.06839767844324537
BEL,env,gsci_rank,29
BEL,env,gsci_score,52.126913774327996
BEL,env,nat_cap_rank,173
BEL,env,nat_cap_score,31.487852619738607
BEN,env,co2,7.76
BEN,env,consumption_co2_per_capita,0.798
BEN,env,gsci_rank,151
BEN,env,gsci_score,40.786803737641094
BEN,env,nat_cap_rank,121
BEN,env,nat_cap_score,42.42873373574783
BOL,env,co2,22.346
BOL,env,consumption_co2_per_capita,1.936
BOL,env,gsci_rank,46
BOL,env,gsci_score,50.010982993026865
BOL,env,nat_cap_rank,11
BOL,env,nat_cap_score,64.09189504497688
BWA,env,co2,6.815
BWA,env,consumption_co2_per_capita,7.972
BWA,env,gsci_rank,129
BWA,env,gsci_score,42.213234692901025
BWA,env,nat_cap_rank,128
BWA,env,nat_cap_score,41.57780298861855
BRA,env,co2,466.649
BRA,env,consumption_co2_per_capita,2.334
BRA,env,ren_gen_twh_19,117.650277296403
BRA,env,ren_gen_growth_19,0.10250010013564248
BRA,env,rene_gen_growth_08_18,0.16919158932928724
BRA,env,renewable_cons_exj,2.0241060776006146
BRA,env,total_consumption,12.403434343333867
BRA,env,renewable_cons_prop,0.163189163708393
BRA,env,gsci_rank,54
BRA,env,gsci_score,49.05087621189602
BRA,env,nat_cap_rank,7
BRA,env,nat_cap_score,64.76364457468442
BRN,env,co2,9.56
BRN,env,consumption_co2_per_capita,23.16
BRN,env,gsci_rank,74
BRN,env,gsci_score,47.04447822329978
BRN,env,nat_cap_rank,86
BRN,env,nat_cap_score,47.66040198096457
BGR,env,co2,43.552
BGR,env,consumption_co2_per_capita,5.551
BGR,env,gsci_rank,34
BGR,env,gsci_score,51.56921096271352
BGR,env,nat_cap_rank,45
BGR,env,nat_cap_score,56.07509266159783
BFA,env,co2,4.14
BFA,env,consumption_co2_per_capita,0.273
BFA,env,gsci_rank,125
BFA,env,gsci_score,42.435903667821584
BFA,env,nat_cap_rank,101
BFA,env,nat_cap_score,46.06128989654288
KHM,env,co2,15.479
KHM,env,consumption_co2_per_capita,1.215
KHM,env,gsci_rank,90
KHM,env,gsci_score,45.86642460482099
KHM,env,nat_cap_rank,33
KHM,env,nat_cap_score,59.54490041050339
CMR,env,co2,7.567
CMR,env,consumption_co2_per_capita,0.432
CMR,env,gsci_rank,88
CMR,env,gsci_score,45.97780136181258
CMR,env,nat_cap_rank,6
CMR,env,nat_cap_score,64.95244983718062
CAN,env,co2,586.505
CAN,env,consumption_co2_per_capita,15.871
CAN,env,ren_gen_twh_19,49.29581165665162
CAN,env,ren_gen_growth_19,0.04322686261579989
CAN,env,rene_gen_growth_08_18,0.1414801212700696
CAN,env,renewable_cons_exj,0.523399026366713
CAN,env,total_consumption,14.214057567156793
CAN,env,renewable_cons_prop,0.036822633079528704
CAN,env,gsci_rank,36
CAN,env,gsci_score,51.28320174327192
CAN,env,nat_cap_rank,26
CAN,env,nat_cap_score,60.602053655264925
CHL,env,co2,85.829
CHL,env,consumption_co2_per_capita,4.989
CHL,env,ren_gen_twh_19,21.592622893363913
CHL,env,ren_gen_growth_19,0.2042750867251073
CHL,env,rene_gen_growth_08_18,0.1658256871035071
CHL,env,renewable_cons_exj,0.19248483169176517
CHL,env,total_consumption,1.6558232358694118
CHL,env,renewable_cons_prop,0.11624721016232054
CHL,env,gsci_rank,41
CHL,env,gsci_score,50.57170522217936
CHL,env,nat_cap_rank,55
CHL,env,nat_cap_score,54.24141489580714
CHN,env,co2,9956.569
CHN,env,consumption_co2_per_capita,6.276
CHN,env,ren_gen_twh_19,732.3296823529413
CHN,env,ren_gen_growth_19,0.14645236855332033
CHN,env,rene_gen_growth_08_18,0.35787306961010334
CHN,env,renewable_cons_exj,6.62756203840336
CHN,env,total_consumption,141.69921799062107
CHN,env,renewable_cons_prop,0.04677204385730648
CHN,env,gsci_rank,39
CHN,env,gsci_score,50.83128974375289
CHN,env,nat_cap_rank,155
CHN,env,nat_cap_score,37.8536836056541
COL,env,co2,92.228
COL,env,consumption_co2_per_capita,2.071
COL,env,ren_gen_twh_19,2.2301341838870727
COL,env,ren_gen_growth_19,0.016211255258246737
COL,env,rene_gen_growth_08_18,0.13837614495524364
COL,env,renewable_cons_exj,0.021323612211063776
COL,env,total_consumption,1.924238129584125
COL,env,renewable_cons_prop,0.011081586984076826
COL,env,gsci_rank,70
COL,env,gsci_score,47.401510457602605
COL,env,nat_cap_rank,18
COL,env,nat_cap_score,62.02105315629126
CRI,env,co2,8.249
CRI,env,consumption_co2_per_capita,2.6
CRI,env,gsci_rank,27
CRI,env,gsci_score,52.60148607021188
CRI,env,nat_cap_rank,54
CRI,env,nat_cap_score,54.3688075117371
HRV,env,co2,17.719
HRV,env,consumption_co2_per_capita,5.106
HRV,env,gsci_rank,10
HRV,env,gsci_score,57.18011229831265
HRV,env,nat_cap_rank,21
HRV,env,nat_cap_score,61.08756616931078
CYP,env,co2,7.333
CYP,env,consumption_co2_per_capita,6.545
CYP,env,gsci_rank,67
CYP,env,gsci_score,47.561110387976015
CYP,env,nat_cap_rank,171
CYP,env,nat_cap_score,31.820279350811894
DNK,env,co2,34.651
DNK,env,consumption_co2_per_capita,8.939
DNK,env,gsci_rank,2
DNK,env,gsci_score,60.99842451977051
DNK,env,nat_cap_rank,67
DNK,env,nat_cap_score,51.414960772676416
DOM,env,co2,25.305
DOM,env,consumption_co2_per_capita,2.495
DOM,env,gsci_rank,106
DOM,env,gsci_score,44.4630204503171
DOM,env,nat_cap_rank,109
DOM,env,nat_cap_score,45.44302217361132
ECU,env,co2,41.818
ECU,env,consumption_co2_per_capita,2.883
ECU,env,ren_gen_twh_19,0.706702665103
ECU,env,ren_gen_growth_19,0.2888356671018091
ECU,env,rene_gen_growth_08_18,0.09317907769608502
ECU,env,renewable_cons_exj,0.0072894384005197
ECU,env,total_consumption,0.7442830438821786
ECU,env,renewable_cons_prop,0.009793906310827676
ECU,env,gsci_rank,79
ECU,env,gsci_score,46.58457571058058
ECU,env,nat_cap_rank,61
ECU,env,nat_cap_score,52.55354531244432
EGY,env,co2,251.461
EGY,env,consumption_co2_per_capita,2.516
EGY,env,ren_gen_twh_19,6.468686868686869
EGY,env,ren_gen_growth_19,0.8203675792935823
EGY,env,rene_gen_growth_08_18,0.1360009294079092
EGY,env,renewable_cons_exj,0.05766432866146098
EGY,env,total_consumption,3.8860967469438763
EGY,env,renewable_cons_prop,0.014838624052993443
EGY,env,gsci_rank,165
EGY,env,gsci_score,38.94047507883576
EGY,env,nat_cap_rank,166
EGY,env,nat_cap_score,33.899690140845074
SLV,env,co2,6.018
SLV,env,consumption_co2_per_capita,1.264
SLV,env,gsci_rank,101
SLV,env,gsci_score,44.72778141598738
SLV,env,nat_cap_rank,138
SLV,env,nat_cap_score,40.73518668921406
EST,env,co2,17.711
EST,env,consumption_co2_per_capita,13.809
EST,env,gsci_rank,6
EST,env,gsci_score,59.38314079142684
EST,env,nat_cap_rank,12
EST,env,nat_cap_score,63.83764829620955
ETH,env,co2,16.185
ETH,env,consumption_co2_per_capita,0.197
ETH,env,gsci_rank,75
ETH,env,gsci_score,47.02066397660581
ETH,env,nat_cap_rank,64
ETH,env,nat_cap_score,51.72822397248944
FIN,env,co2,45.849
FIN,env,consumption_co2_per_capita,12.234
FIN,env,ren_gen_twh_19,18.3585
FIN,env,ren_gen_growth_19,0.009811239506794855
FIN,env,rene_gen_growth_08_18,0.04815185363981134
FIN,env,renewable_cons_exj,0.1774975787568961
FIN,env,total_consumption,1.0976855957181872
FIN,env,renewable_cons_prop,0.16170165614750917
FIN,env,gsci_rank,4
FIN,env,gsci_score,60.400401125544136
FIN,env,nat_cap_rank,27
FIN,env,nat_cap_score,60.537315895372245
FRA,env,co2,331.725
FRA,env,consumption_co2_per_capita,6.799
FRA,env,ren_gen_twh_19,54.9061316805991
FRA,env,ren_gen_growth_19,0.1657859694220878
FRA,env,rene_gen_growth_08_18,0.1581961657345965
FRA,env,renewable_cons_exj,0.6140236714813938
FRA,env,total_consumption,9.679135769970886
FRA,env,renewable_cons_prop,0.0634378611969032
FRA,env,gsci_rank,18
FRA,env,gsci_score,55.51761842090046
FRA,env,nat_cap_rank,80
FRA,env,nat_cap_score,48.830087189805504
GEO,env,co2,9.862
GEO,env,consumption_co2_per_capita,2.818
GEO,env,gsci_rank,37
GEO,env,gsci_score,51.232155832972765
GEO,env,nat_cap_rank,59
GEO,env,nat_cap_score,52.58550879252076
DEU,env,co2,755.362
DEU,env,consumption_co2_per_capita,10.365
DEU,env,ren_gen_twh_19,224.101
DEU,env,ren_gen_growth_19,0.07975383171424877
DEU,env,rene_gen_growth_08_18,0.10336492563597766
DEU,env,renewable_cons_exj,2.117453836581867
DEU,env,total_consumption,13.139899974414192
DEU,env,renewable_cons_prop,0.1611468763616877
DEU,env,gsci_rank,22
DEU,env,gsci_score,54.57111785009001
DEU,env,nat_cap_rank,159
DEU,env,nat_cap_score,36.85771415481168
GHA,env,co2,14.48
GHA,env,consumption_co2_per_capita,0.64
GHA,env,gsci_rank,60
GHA,env,gsci_score,48.48508391198407
GHA,env,nat_cap_rank,48
GHA,env,nat_cap_score,55.62068250144093
GRC,env,co2,71.798
GRC,env,consumption_co2_per_capita,5.708
GRC,env,ren_gen_twh_19,11.559133422975211
GRC,env,ren_gen_growth_19,0.10682708039315081
GRC,env,rene_gen_growth_08_18,0.14922148219540698
GRC,env,renewable_cons_exj,0.11015466226189323
GRC,env,total_consumption,1.1455495341891393
GRC,env,renewable_cons_prop,0.09615879451242117
GRC,env,gsci_rank,47
GRC,env,gsci_score,49.96193758734898
GRC,env,nat_cap_rank,114
GRC,env,nat_cap_score,44.738752384187954
GTM,env,co2,19.411
GTM,env,consumption_co2_per_capita,1.399
GTM,env,gsci_rank,138
GTM,env,gsci_score,41.61494065333889
GTM,env,nat_cap_rank,108
GTM,env,nat_cap_score,45.47505047352802
GIN,env,co2,3.032
GIN,env,consumption_co2_per_capita,0.244
GIN,env,gsci_rank,131
GIN,env,gsci_score,41.97563717050997
GIN,env,nat_cap_rank,43
GIN,env,nat_cap_score,56.37860959249638
HND,env,co2,10.471
HND,env,consumption_co2_per_capita,1.317
HND,env,gsci_rank,130
HND,env,gsci_score,42.17198754620126
HND,env,nat_cap_rank,106
HND,env,nat_cap_score,45.831213083324165
HKG,env,co2,42.506
HKG,env,consumption_co2_per_capita,14.684
HKG,env,ren_gen_twh_19,0.11147048409166904
HKG,env,ren_gen_growth_19,0.10365894820659038
HKG,env,rene_gen_growth_08_18,0.610525857877579
HKG,env,renewable_cons_exj,0.001229548360303607
HKG,env,total_consumption,1.2413246367922715
HKG,env,renewable_cons_prop,9.905131372248475e-4
HUN,env,co2,49.628
HUN,env,consumption_co2_per_capita,6.904
HUN,env,ren_gen_twh_19,4.256
HUN,env,ren_gen_growth_19,0.20497529709091378
HUN,env,rene_gen_growth_08_18,0.04448552369253678
HUN,env,renewable_cons_exj,0.045340576814674925
HUN,env,total_consumption,0.9932954857906223
HUN,env,renewable_cons_prop,0.04564661519485885
HUN,env,gsci_rank,24
HUN,env,gsci_score,52.88181344823097
HUN,env,nat_cap_rank,58
HUN,env,nat_cap_score,53.498259900778365
IND,env,co2,2591.324
IND,env,consumption_co2_per_capita,1.741
IND,env,ren_gen_twh_19,134.9327894709131
IND,env,ren_gen_growth_19,0.09441271037518173
IND,env,rene_gen_growth_08_18,0.1715538825877838
IND,env,renewable_cons_exj,1.2075054161143055
IND,env,total_consumption,34.05951445882368
IND,env,renewable_cons_prop,0.035452807689731504
IND,env,gsci_rank,127
IND,env,gsci_score,42.36470400672031
IND,env,nat_cap_rank,164
IND,env,nat_cap_score,35.30300785193583
IDN,env,co2,576.584
IDN,env,consumption_co2_per_capita,2.21
IDN,env,ren_gen_twh_19,15.953712384473999
IDN,env,ren_gen_growth_19,0.09041864482796469
IDN,env,rene_gen_growth_08_18,0.051111062321965495
IDN,env,renewable_cons_exj,0.39122299263186766
IDN,env,total_consumption,8.91126281738549
IDN,env,renewable_cons_prop,0.043902082190709096
IDN,env,gsci_rank,68
IDN,env,gsci_score,47.442725809802766
IDN,env,nat_cap_rank,94
IDN,env,nat_cap_score,46.78070335830739
IRN,env,co2,755.402
IRN,env,consumption_co2_per_capita,8.45
IRN,env,ren_gen_twh_19,0.5525169174128368
IRN,env,ren_gen_growth_19,0.12092157152051008
IRN,env,rene_gen_growth_08_18,0.08961728465876728
IRN,env,renewable_cons_exj,0.004925345400615866
IRN,env,total_consumption,12.343898052067518
IRN,env,renewable_cons_prop,3.990105378252784e-4
IRN,env,gsci_rank,93
IRN,env,gsci_score,45.34708794579107
IRN,env,nat_cap_rank,123
IRN,env,nat_cap_score,42.20687431901304
IRL,env,co2,38.803
IRL,env,consumption_co2_per_capita,8.587
IRL,env,gsci_rank,13
IRL,env,gsci_score,56.75915091010404
IRL,env,nat_cap_rank,111
IRL,env,nat_cap_score,45.41287921020262
ISR,env,co2,62.213
ISR,env,consumption_co2_per_capita,9.582
ISR,env,ren_gen_twh_19,2.8845983866535816
ISR,env,ren_gen_growth_19,0.6526772875298659
ISR,env,rene_gen_growth_08_18,0.5885477990159538
ISR,env,renewable_cons_exj,0.0259571612329466
ISR,env,total_consumption,1.126056235630505
ISR,env,renewable_cons_prop,0.023051389807732456
ISR,env,gsci_rank,57
ISR,env,gsci_score,48.900585630033
ISR,env,nat_cap_rank,172
ISR,env,nat_cap_score,31.57980895938456
ITA,env,co2,348.085
ITA,env,consumption_co2_per_capita,7.684
ITA,env,ren_gen_twh_19,67.622
ITA,env,ren_gen_growth_19,0.026581207039273247
ITA,env,rene_gen_growth_08_18,0.1408760817741881
ITA,env,renewable_cons_exj,0.6358400508331703
ITA,env,total_consumption,6.37351481906402
ITA,env,renewable_cons_prop,0.09976285752584887
ITA,env,gsci_rank,33
ITA,env,gsci_score,51.60815335010739
ITA,env,nat_cap_rank,133
ITA,env,nat_cap_score,41.37436861814113
JAM,env,co2,8.01
JAM,env,consumption_co2_per_capita,2.934
JAM,env,gsci_rank,124
JAM,env,gsci_score,42.500946242232715
JAM,env,nat_cap_rank,149
JAM,env,nat_cap_score,38.55810332719951
JPN,env,co2,1135.688
JPN,env,consumption_co2_per_capita,10.318
JPN,env,ren_gen_twh_19,121.16168391281234
JPN,env,ren_gen_growth_19,0.2473946521134931
JPN,env,rene_gen_growth_08_18,0.13003902031090964
JPN,env,renewable_cons_exj,1.0995661599030264
JPN,env,total_consumption,18.67373845353464
JPN,env,renewable_cons_prop,0.05888302241348444
JPN,env,gsci_rank,28
JPN,env,gsci_score,52.478715262449484
JPN,env,nat_cap_rank,153
JPN,env,nat_cap_score,38.41664520456069
JOR,env,co2,24.924
JOR,env,consumption_co2_per_capita,3.442
JOR,env,gsci_rank,160
JOR,env,gsci_score,39.52116239246942
JOR,env,nat_cap_rank,178
JOR,env,nat_cap_score,29.066429282933925
KAZ,env,co2,319.647
KAZ,env,consumption_co2_per_capita,12.939
KAZ,env,ren_gen_twh_19,0.7915863019521538
KAZ,env,ren_gen_growth_19,0.49084523167148775
KAZ,env,rene_gen_growth_08_18,0
KAZ,env,renewable_cons_exj,0.007237430586021659
KAZ,env,total_consumption,3.099800999032655
KAZ,env,renewable_cons_prop,0.0023348049078893195
KAZ,env,gsci_rank,72
KAZ,env,gsci_score,47.10583191852756
KAZ,env,nat_cap_rank,63
KAZ,env,nat_cap_score,52.304293803389996
KEN,env,co2,17.137
KEN,env,consumption_co2_per_capita,0.531
KEN,env,gsci_rank,81
KEN,env,gsci_score,46.52128004860003
KEN,env,nat_cap_rank,160
KEN,env,nat_cap_score,35.68294969818914
KWT,env,co2,104.218
KWT,env,consumption_co2_per_capita,23.215
KWT,env,ren_gen_twh_19,0.1598703990587641
KWT,env,ren_gen_growth_19,0.9144208524274011
KWT,env,rene_gen_growth_08_18,0
KWT,env,renewable_cons_exj,0.0014251453844812399
KWT,env,total_consumption,1.6376046782953795
KWT,env,renewable_cons_prop,8.70262159952246e-4
KWT,env,gsci_rank,146
KWT,env,gsci_score,41.15115998885628
KWT,env,nat_cap_rank,162
KWT,env,nat_cap_score,35.493004433030464
KGZ,env,co2,10.169
KGZ,env,consumption_co2_per_capita,2.64
LAO,env,co2,32.262
LAO,env,consumption_co2_per_capita,4.101
LAO,env,gsci_rank,82
LAO,env,gsci_score,46.46849654617943
LAO,env,nat_cap_rank,1
LAO,env,nat_cap_score,72.80606182500135
LVA,env,co2,7.859
LVA,env,consumption_co2_per_capita,6.879
LVA,env,gsci_rank,7
LVA,env,gsci_score,58.17299471260007
LVA,env,nat_cap_rank,17
LVA,env,nat_cap_score,62.08118820231285
LTU,env,co2,13.669
LTU,env,consumption_co2_per_capita,8.118
LTU,env,gsci_rank,17
LTU,env,gsci_score,55.86991719013334
LTU,env,nat_cap_rank,39
LTU,env,nat_cap_score,57.495273748116965
LUX,env,co2,9.569
LUX,env,consumption_co2_per_capita,38.195
LUX,env,gsci_rank,8
LUX,env,gsci_score,57.952696000326654
LUX,env,nat_cap_rank,92
LUX,env,nat_cap_score,46.84662238680565
MDG,env,co2,4.188
MDG,env,consumption_co2_per_capita,0.207
MDG,env,gsci_rank,162
MDG,env,gsci_score,39.2303520124658
MDG,env,nat_cap_rank,25
MDG,env,nat_cap_score,60.72044460255674
MWI,env,co2,1.47
MWI,env,consumption_co2_per_capita,0.182
MWI,env,gsci_rank,158
MWI,env,gsci_score,39.90366865046906
MWI,env,nat_cap_rank,91
MWI,env,nat_cap_score,46.896970647716586
MYS,env,co2,249.144
MYS,env,consumption_co2_per_capita,7.788
MYS,env,ren_gen_twh_19,1.6834539645890632
MYS,env,ren_gen_growth_19,0.28808722963768596
MYS,env,rene_gen_growth_08_18,0.04403569185729972
MYS,env,renewable_cons_exj,0.0310990379224106
MYS,env,total_consumption,4.261898097369483
MYS,env,renewable_cons_prop,0.0072969923756753974
MYS,env,gsci_rank,73
MYS,env,gsci_score,47.04737801047254
MYS,env,nat_cap_rank,81
MYS,env,nat_cap_score,48.65601475519786
MLT,env,co2,1.532
MLT,env,consumption_co2_per_capita,12.132
MLT,env,gsci_rank,38
MLT,env,gsci_score,50.86194980472416
MLT,env,nat_cap_rank,170
MLT,env,nat_cap_score,32.401239174814506
MUS,env,co2,4.902
MUS,env,consumption_co2_per_capita,4.742
MUS,env,gsci_rank,52
MUS,env,gsci_score,49.453889514464784
MUS,env,nat_cap_rank,130
MUS,env,nat_cap_score,41.46770757880617
MEX,env,co2,451.081
MEX,env,consumption_co2_per_capita,3.751
MEX,env,ren_gen_twh_19,37.78882120789369
MEX,env,ren_gen_growth_19,0.6183919846822261
MEX,env,rene_gen_growth_08_18,0.10364010086118203
MEX,env,renewable_cons_exj,0.3452919956857894
MEX,env,total_consumption,7.720742455459002
MEX,env,renewable_cons_prop,0.044722641336345625
MEX,env,gsci_rank,83
MEX,env,gsci_score,46.36955271001722
MEX,env,nat_cap_rank,77
MEX,env,nat_cap_score,49.311111743560325
MNG,env,co2,64.508
MNG,env,consumption_co2_per_capita,17.265
MNG,env,gsci_rank,110
MNG,env,gsci_score,43.78738928865833
MNG,env,nat_cap_rank,90
MNG,env,nat_cap_score,46.99519663385446
MAR,env,co2,65.367
MAR,env,consumption_co2_per_capita,1.869
MAR,env,ren_gen_twh_19,6.280652000000003
MAR,env,ren_gen_growth_19,0.30612155616077685
MAR,env,rene_gen_growth_08_18,0.31207661940212694
MAR,env,renewable_cons_exj,0.05598811451044656
MAR,env,total_consumption,0.9490219735402979
MAR,env,renewable_cons_prop,0.05899559343350563
MAR,env,gsci_rank,133
MAR,env,gsci_score,41.84442201793394
MAR,env,nat_cap_rank,151
MAR,env,nat_cap_score,38.43579537385118
MOZ,env,co2,8.383
MOZ,env,consumption_co2_per_capita,0.598
MOZ,env,gsci_rank,111
MOZ,env,gsci_score,43.715749299594535
MOZ,env,nat_cap_rank,50
MOZ,env,nat_cap_score,55.47387525150905
NAM,env,co2,4.154
NAM,env,consumption_co2_per_capita,3.708
NAM,env,gsci_rank,154
NAM,env,gsci_score,40.59546919214673
NAM,env,nat_cap_rank,116
NAM,env,nat_cap_score,44.185969148222675
NPL,env,co2,13.41
NPL,env,consumption_co2_per_capita,0.686
NPL,env,gsci_rank,53
NPL,env,gsci_score,49.415943131976825
NPL,env,nat_cap_rank,68
NPL,env,nat_cap_score,51.297594799056924
NLD,env,co2,160.17
NLD,env,consumption_co2_per_capita,8.954
NLD,env,ren_gen_twh_19,22.280461000000003
NLD,env,ren_gen_growth_19,0.18001012116767057
NLD,env,rene_gen_growth_08_18,0.06562790207943414
NLD,env,renewable_cons_exj,0.22896456020223532
NLD,env,total_consumption,3.511168769883968
NLD,env,renewable_cons_prop,0.06521035450249855
NLD,env,gsci_rank,25
NLD,env,gsci_score,52.86097543246256
NLD,env,nat_cap_rank,156
NLD,env,nat_cap_score,37.488295880913725
NZL,env,co2,35.08
NZL,env,consumption_co2_per_capita,8.157
NZL,env,ren_gen_twh_19,10.808778379944073
NZL,env,ren_gen_growth_19,0.023664137284012732
NZL,env,rene_gen_growth_08_18,0.05512646882652317
NZL,env,renewable_cons_exj,0.09646764355936388
NZL,env,total_consumption,0.9164638828531173
NZL,env,renewable_cons_prop,0.10526071497661502
