country_code,year,gdp_us,gdp_growth_annual,gdp_per_capita_us,gdp_per_capita_growth_annual,gdp_per_capita_ppp,gdp_ppp
GHA,2010,32197272797.2028,7.89971188935309,1299.34494946039,5.24929629042481,2973.83282049443,73690444261.5474
GHA,2011,39337314809.9434,14.0471236303192,1549.46290192946,11.3154463953309,3379.48499790009,85797385076.0381
GHA,2012,41270954737.2459,9.29278940459675,1587.56123719997,6.7335635915111,3781.86625632064,98315093257.2606
GHA,2013,62405374785.5052,7.31252500733126,2345.39290574885,4.84749394231598,5259.61806897265,139946034635.956
GHA,2014,53660342159.7735,2.89743883691538,1971.03334675411,0.566072146028802,5454.14389253995,148486187686.425
GHA,2015,48564863888.4402,2.1782067443939,1743.8509964087,-0.113926824016588,5117.33709503396,142513769813.705
GHA,2016,55009730600.0307,3.44779299129725,1931.38947036943,1.14964735247376,4890.01896330611,139277256051.861
GHA,2017,58998132329.6173,8.14344654879852,2025.93242386751,5.76855148755249,4996.63870607304,145509469176.384
GHA,2018,65556464048.1539,6.26348073195742,2202.31216442504,3.95866714679696,5320.97563352151,158390056348.403
GHA,2019,66983634223.943,6.47839480535899,2202.11556738065,4.20043667238612,5652.15060759374,171926303272.099
GHA,2020,NA,NA,NA,NA,NA,NA
GRC,2010,299361576293.332,-5.47903689372846,26917.7589549077,-5.60077745321084,28172.1451926909,313312033389.426
GRC,2011,287797821676.138,-9.13249417175027,25916.2934913805,-8.99795503448951,26141.3195540168,290296713374.081
GRC,2012,245670666767.533,-7.30049406220242,22242.681946404,-6.79786097187747,25284.4640898476,279267184001.472
GRC,2013,239862011051.781,-3.24142473106683,21874.8194678407,-2.53725822606653,26097.8718575346,286168671568.829
GRC,2014,237029578730.029,0.739776853966688,21760.9797507704,1.41305781342123,26838.4551682373,292335537974.425
GRC,2015,196591353872.132,-0.437833825754794,18167.7737271656,0.220308559339259,26895.3256508608,291031172114.864
GRC,2016,195222443844.783,-0.190952352057238,18116.4596531285,0.225030945221903,27826.1509404389,299853795575.793
GRC,2017,203588424740.3,1.50509939592598,18930.2186276597,1.70605812062041,29233.7966332607,314400098741.999
GRC,2018,218138367208.799,1.93437065932918,20324.3049917812,2.14138527826017,31467.072960927,337732380975.02
GRC,2019,209852761132.839,1.87087000443557,19582.5359794936,2.02829170259595,32506.3589653217,348348609719.974
GRC,2020,NA,NA,NA,NA,NA,NA
GTM,2010,41338008612.7727,2.86948775349356,2898.94221470448,0.99747447132485,6728.2467257054,95942692367.3339
GTM,2011,47654783851.8252,4.16204893702583,3281.66750176033,2.28397072348659,7025.67455437816,102023438426.521
GTM,2012,50388460924.7345,2.96985740798783,3408.78491640236,1.15574319652698,7320.15341718537,108206083243.936
GTM,2013,52996540576.3161,3.69758610019475,3522.77369775434,1.89136128748669,7446.58799148323,112026328258.702
GTM,2014,57852399705.1292,4.44397783368888,3779.64231923143,2.65391215589933,7758.49313511813,118753947609.949
GTM,2015,62186186575.7433,4.09217058626777,3994.63691288475,2.34629492013541,8194.44068126817,127566291555.947
GTM,2016,66053725049.0138,2.6778030030534,4173.30166619474,0.989366189759266,8221.74642722191,130131253708.676
GTM,2017,71612352644.9734,3.02343025000842,4451.45098144235,1.36013850909795,8317.36410115835,133804912953.529
GTM,2018,73118147941.2704,3.21490625017888,4472.89237082577,1.57621701157954,8654.26854760144,141470895234.213
GTM,2019,76710355347.0968,3.84490206694998,4619.98525821971,2.23709730660069,9019.69380356991,149763230426.514
GTM,2020,NA,NA,NA,NA,NA,NA
GIN,2010,6853467857.61127,4.82071541392241,672.424402562443,2.47887882821607,1653.71819926085,16854986941.2696
GIN,2011,6785137172.77058,5.61210427912495,651.135363533047,3.29832063667703,1743.94710091875,18172750190.6579
GIN,2012,7638045254.42864,5.91691173154778,717.050737885584,3.61444820589143,1795.44831348016,19125167503.1917
GIN,2013,8376613843.27265,3.93478402501792,769.003943268326,1.63734918200424,1811.33434665775,19730520884.617
GIN,2014,8778473614.54728,3.7074516130114,787.23807021997,1.30642059478079,1804.54214982762,20122408008.2584
GIN,2015,8794202443.67366,3.81494988965694,769.256013746016,1.26217699476395,1819.36361591164,20799124961.1001
GIN,2016,8595955581.21787,10.8288068402291,732.291075213299,7.93636674005531,2078.63976365888,24399990225.9637
GIN,2017,10324668266.5921,10.2999072221352,855.573639877367,7.29188057585797,2417.79918672692,29176885979.9953
GIN,2018,10907214993.5687,6.1997746873985,878.599613250501,3.23321207265626,2556.77368136728,31740601534.5241
