Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Czech Republic,CZE,2.13688048446924,1.55018979013502,-0.923734450159557,-0.079052895284633,2.15450047888164,5.18140265379816,2.34055226080498,4.88972204225595,2.83682396198071,1.95376176907109,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Denmark,DNK,1.41948663073603,0.920393685285319,-0.149916088315891,0.513424427502201,1.10543346611018,1.62216625804921,2.44336887407066,2.16235511316152,1.67027371371931,2.4090782448896,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Djibouti,DJI,..,..,..,..,5.22658575887232,5.89363520564481,4.91714225115479,3.73010919577355,6.73189536153372,6.14988827595155,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Dominica,DMA,0.634445711066974,-0.277015422199483,-1.12731714588236,-1.07103732808612,4.34656298881096,-2.82507730573775,2.378153300546,-6.99637283826597,2.0595632401288,3.29283276012443,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Dominican Republic,DOM,7.016750469877,1.89234869891592,1.49996328098696,3.65078722860288,5.81880990784531,5.71542577206503,5.4686354669428,3.51792400192825,5.83455956557799,3.95857057873576,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ecuador,ECU,1.89292757238246,6.2210516775317,4.07025297076338,3.38728046840993,2.19894122709292,-1.5075851232001,-2.89802488713732,0.573877116510374,-0.483387784029659,-1.61236867338619,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Egypt, Arab Rep.",EGY,3.08086461640956,-0.363937290737226,-0.0129596367954008,-0.105957426078575,0.616853230317105,2.0937221962983,2.13201200912982,2.02557785770937,3.19443129839827,3.49204260671748,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,El Salvador,SLV,1.67266593617137,3.36915809266299,2.36352088234169,1.77649003125853,1.24172922195929,1.90943445528153,2.04608956234658,1.73807806030517,1.91053750875901,1.86186467319015,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Equatorial Guinea,GNQ,-12.9816890324711,1.8592726274268,3.65575583797506,-8.16073114666059,-3.68850197019202,-12.7105829873211,-12.313974362785,-9.16737037071277,-9.71677536516935,-8.84997542903925,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Eritrea,ERI,0.565915707035998,7.20760526587554,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Estonia,EST,2.92478912740401,7.77061305564921,3.49463742568155,1.7075100783866,3.25776991792985,1.77814665490116,3.15778118523811,5.37150350695912,3.99289820775672,4.6313358051262,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Eswatini,SWZ,3.07537274253593,1.56099201990831,4.68276873132865,3.14067096890741,0.159172805985847,1.36804890768624,0.198603874566317,1.04971208586323,1.3410378343645,1.18072097105167,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ethiopia,ETH,9.46059714812557,8.09484989853611,5.61658278843269,7.49986434435532,7.21318728241347,7.39145149516671,6.50967619654823,6.68450254520796,4.05389404381921,5.60451097117264,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Fiji,FJI,2.21455901412082,2.27324447525878,1.22140313851646,4.66900319731192,5.5001527074066,4.24047041607687,2.00181159727416,4.74609343066945,3.10479414055702,-1.16910178015966,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Finland,FIN,2.71496673450685,2.07339631453335,-1.86559117436354,-1.35721561109078,-0.776108383146138,0.213029419665261,2.5163798952421,3.02811174524855,1.38302388903411,1.05778961227449,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,France,FRA,1.44701285037976,1.69963010051958,-0.171212877728749,0.0599057279294186,0.479080617230238,0.754024352327519,0.829056664516742,2.07682248867806,1.63852667485413,1.36634401246955,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Gabon,GAB,3.44940874841105,3.24610391795758,1.33821343702425,1.72091797714238,0.619862380246332,0.471570201998503,-0.968799964486564,-2.29849959413875,-1.74807681856322,1.39466775004382,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Gambia, The",GMB,2.78299345667685,-10.8620039743524,2.10014035501909,-0.202343345823479,-4.34615116032873,0.974136240397243,-1.05824882916572,1.75661613322822,4.12107892452607,3.00277960141759,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Georgia,GEO,7.02738532732053,8.26498872121428,7.15537825393695,3.93364640763909,4.38290147136355,2.86009424289855,2.84490205450567,4.82856985509574,4.91088036824362,5.15637187856255,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Germany,DEU,4.33960677706354,5.86963573749217,0.230160992711959,0.163870562978019,1.7843418861469,0.617105353219898,1.40810207548923,2.21924285072537,0.964114715764183,0.280856539279142,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ghana,GHA,5.24929629042481,11.3154463953309,6.7335635915111,4.84749394231598,0.566072146028802,-0.113926824016588,1.14964735247376,5.76855148755249,3.95866714679696,4.20043667238612,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Greece,GRC,-5.60077745321084,-8.99795503448951,-6.79786097187747,-2.53725822606653,1.41305781342123,0.220308559339259,0.225030945221903,1.70605812062041,2.14138527826017,2.02829170259595,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Greenland,GRL,0.69531455570224,-0.470283635075262,1.53697694464275,-0.726861643140481,5.09192733313645,-2.21491888223917,4.54780858066064,0.493586865133651,3.49254826083913,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Grenada,GRD,-0.927075160248535,0.233770768075843,-1.75311068154448,1.66636351608051,6.62254832205859,5.76621354977149,3.11279213146641,3.86529742664183,3.59920846074021,1.41473802694642,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guam,GUM,1.95202775367054,-0.0325642226990794,1.83192885531163,1.56421072008787,1.34852801805248,-0.0548728532360343,-0.386696991114604,-0.561803024355328,-1.16298305304063,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guatemala,GTM,0.99747447132485,2.28397072348659,1.15574319652698,1.89136128748669,2.65391215589933,2.34629492013541,0.989366189759266,1.36013850909795,1.57621701157954,2.23709730660069,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea,GIN,2.47887882821607,3.29832063667703,3.61444820589143,1.63734918200424,1.30642059478079,1.26217699476395,7.93636674005531,7.29188057585797,3.23321207265626,2.64871421309098,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea-Bissau,GNB,1.95357842022229,5.29170553227765,-4.2841088312975,0.544731781281342,-1.67117159925397,3.39929449701764,3.56604944780965,3.27088724175688,1.24347415339238,2.06187324115223,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guyana,GUY,3.89971713676218,4.83372012478721,4.80652015711287,3.12291224730731,1.1409236711559,0.155773968415218,3.27806076853517,3.21864630526527,3.93379433082413,4.8465015042739,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Haiti,HTI,-5.26788319926416,4.56723824133429,-0.92419331424594,1.600849043243,1.94779191955958,0.224715164336772,0.367228937479311,0.959897969983103,0.380797970347516,-2.9032134491157,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Honduras,HND,1.65220739480361,1.8374892754464,2.20029190468631,0.947659870598258,1.25059178639317,2.04736639148943,2.1237044529626,3.08365913451702,1.98232777609925,0.982330294647582,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Hong Kong SAR, China",HKG,5.98640829601717,4.11208739367635,0.583728094534578,2.68793612087404,2.0432067443158,1.51996840197191,1.53857913625524,3.01734411600081,2.02893307691932,-1.99135999336863,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Hungary,HUN,1.35098687626444,2.22636685588142,-0.869998384555586,2.14163085945056,4.51009990540574,4.06666199490928,2.44186687871183,4.59448754598478,5.53901901816371,4.63829379787104,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Iceland,ISL,-3.29681689099469,1.57087900652606,0.758869987921628,3.15350750989938,0.953242979706175,3.66322927948444,5.15719139450781,2.12230622868344,1.07102457659505,-0.504942741883411,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,India,IND,7.04234688705345,3.89393034480594,4.16549983071508,5.13495690740315,6.18673198340535,6.79703941171996,7.08284818741886,5.91239788600544,5.0244733311182,3.1285322635574,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Indonesia,IDN,4.81228178820901,4.74822060762054,4.6062842547838,4.15127123410863,3.63914313049396,3.55543956624817,3.759693804854,3.84233415747524,3.98405714717092,3.87516568673441,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Iran, Islamic Rep.",IRN,4.59644695142671,1.44585223845904,-8.55329582619099,-1.42345211102175,3.27496229690991,-2.61109931279073,11.8686901826044,2.3277031589008,-7.31991842608916,-8.03621972155497,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Iraq,IRQ,3.65211606859424,4.10458369251923,9.77515805866716,3.48825313470289,-2.97222802043903,-0.864992152213489,11.9447431235235,-4.94092180863477,-2.84249272447309,2.0738987189783,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ireland,IRL,1.25674125588289,-0.0931763028402486,-0.198086914488002,0.819363158500352,7.7660306481506,23.9855100594878,2.51404617980684,6.97433042754039,6.83804759199045,3.96638525133363,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Isle of Man,IMN,2.81389160587815,1.96515326437803,7.75184406302971,4.83247468614729,5.76995175458489,-0.0818119700163749,6.88425196347782,2.45516431077233,1.63107962027557,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Israel,ISR,3.68957917579624,2.86480100013399,0.386733508634009,2.22261742585972,1.78550996461979,0.283374892177179,1.96348551340522,1.54874333479979,1.47961751897985,1.52301505683097,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Italy,ITA,1.40091534299962,0.534287439584816,-3.24206011995115,-2.97240379999698,-0.917813879753353,0.875477401786128,1.46569044434084,1.82033385192226,1.13612992123255,0.549676887570484,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Jamaica,JAM,-1.97873758495648,1.17350906009017,-1.18023789201604,-0.0812249922738175,0.116180484247337,0.368152510191038,0.844838051176851,0.497977273627015,1.45452492809596,0.241496310220299,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Japan,JPN,4.17302753837143,0.0697628078607693,1.6573175926963,2.14753175332183,0.507999337372979,1.33040088108589,0.637897176634382,2.33647954982321,0.526738907751451,0.864738282426501,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Jordan,JOR,-2.87420426966574,-2.64683742233443,-2.98578556634594,-2.56302500899297,-1.24765381785701,-1.3363558495772,-1.04800381786673,-0.289962514359914,0.123545168236532,0.485101303729877,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kazakhstan,KAZ,5.7942251111029,5.87351405658256,3.33405598314063,4.48511694588669,2.67671489744292,-0.268267117815142,-0.327514633495582,2.69343213409591,2.74027498197631,3.15984198114607,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kenya,KEN,5.49407678533393,3.28814461707711,1.81574030031956,3.14220543531229,2.69478834898624,3.11662198079974,3.34625215305526,2.36450286803576,3.89485265240693,2.99893048296214,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kiribati,KIR,-2.84616940567192,-0.152553371136122,3.09689279409933,2.74655205323278,-2.06039502642585,8.87368591449706,3.64604944141007,-0.552601960765102,0.821475475201055,0.718080749798673,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Korea, Rep.",KOR,6.27401988865388,2.89141199434026,1.86559949596563,2.69615096128955,2.55621950883497,2.26842940068582,2.5391447288435,2.87019696151147,2.41941019228105,1.83715050522754,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kosovo,XKX,2.48339518345233,3.4824708622498,1.89395554472746,2.81309321044851,1.52067976804267,5.5257639698338,4.69383375698975,3.44315298036389,3.46426978817207,4.33637171376043,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kuwait,KWT,-7.94500112470334,3.53196491648514,0.869458863660782,-3.94270542433163,-3.98007430385999,-3.20060183189341,-0.228960016551312,-7.04312573579627,-0.741130963542489,-1.23818355885089,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kyrgyz Republic,KGZ,-1.65175287909342,4.6747156286886,-1.73814259577945,8.73578929926862,1.95799697443482,1.75886440460474,2.23180523780189,2.73409191928799,1.7132090986445,2.3366844744131,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lao PDR,LAO,6.78083030005759,6.36380316742928,6.40076119727419,6.42812696029671,6.01633055533834,5.65639158224027,5.38631616022005,5.24466005201214,4.61588222048861,3.07617991209106,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Latvia,LVA,-2.39638892361135,8.42515547437242,5.55287161340156,3.41184275477313,2.02998443391196,4.86179623472245,3.31278334176932,4.1698107991776,4.83797004196551,2.8215723090065,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lebanon,LBN,4.92241763227939,-3.96594624384187,-3.68544420021185,-2.78814768776893,-3.22892966583697,-3.93431287318089,-1.17006348811618,-0.640947405506594,-2.45697312281644,-6.79237848783923,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lesotho,LSO,0.549468741041579,4.9236997126074,6.15015046139433,3.49204854355179,2.13287000670073,1.87322130524254,4.23809476609071,-2.09599936426645,-1.24220197279783,-1.60552238893249,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Liberia,LBR,2.35837175914735,4.80489688537516,4.90685980146857,5.82096228952889,-1.86681893490575,-2.5205546226379,-4.05719817175479,-0.0469852696917599,-1.22975996453046,-4.62158849206382,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Libya,LBY,3.94222966276759,-62.3780768411361,121.779542551052,-14.0731087961491,-24.4978795656034,-9.66116844062559,-3.90117993138969,24.9760961803226,13.4460700068869,1.03992403176684,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lithuania,LTU,3.80531559028894,8.46110906391293,5.24600245889164,4.6033277290029,4.43108765446387,2.98891297061452,3.82984126408542,5.75104655735379,4.93334807196575,4.88918854315614,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Luxembourg,LUX,2.96812298839481,0.285278375665371,-2.71708936636533,1.28620775654029,1.86727723965676,1.87366953494737,2.34480795492217,-0.643743573130337,1.14105379601197,0.325616347333238,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Macao SAR, China",MAC,22.5127863568759,18.8866351939828,6.67951728760312,8.6321952086094,-3.34979455933313,-23.1411931925647,-2.4600444960065,8.166864718233,3.93160838930109,-6.0215138189858,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Madagascar,MDG,-2.15185635309517,-1.18866668308488,0.23300450917894,-0.437923793363979,0.585372348088626,0.390788629979141,1.23485917788348,1.18501476402577,1.8102388993529,2.10256967924882,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malawi,MWI,3.84963262923304,1.89318713235363,-0.985564538460054,2.2559643361497,2.77826957420204,0.00205502305720984,-0.255885678311458,1.26339856039046,0.480027001947178,1.64956233070851,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malaysia,MYS,5.623537377511,3.66615627689795,3.9596346560848,3.27011406053852,4.59519357934566,3.68756874884384,3.04108064680887,4.38320929504199,3.3624412141553,2.92779819510062,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Maldives,MDV,3.64713721588616,4.35497370805287,-1.8033264698752,2.54266069013551,2.53770861058595,-1.61607792610079,1.73126153066735,2.69897557896948,4.08333467572011,3.91240021146916,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mali,MLI,2.03944780753913,0.118068500685098,-3.72179350452325,-0.629941898667781,4.02182600192337,3.0999201553372,2.7492717556681,2.19411355422625,1.64271397537101,1.65889049991847,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malta,MLT,5.02649888712095,0.0422713138824093,3.18566714064015,4.00280476642976,5.50567583401256,7.02341244072613,1.540538206652,5.09703458469941,1.56919487253735,1.1578432690636,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Marshall Islands,MHL,7.33404365563037,-1.04581171880801,-2.69050966600611,3.31505673085584,-1.35748693075956,1.13143129285601,0.78727949875146,3.47773562769626,2.99498220807803,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mauritania,MRT,-0.339731916188754,1.14910335317502,1.42865961175541,1.12409167344549,1.26661000170421,2.37088896776767,-1.59030327218778,0.620329512362659,-0.684871982415757,3.06700486424904,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mauritius,MUS,4.12919886419323,3.91100124820507,3.2094994517465,3.13285197547427,3.55690427086847,3.41602397332952,3.76659645807267,3.72056764808694,3.70309459685545,2.98155626036728,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mexico,MEX,3.61718943622145,2.22716085156813,2.24714512087824,0.0294494166966643,1.54404526389864,2.01902339450821,1.40302896491124,0.93145570428166,1.05030514644675,-1.13936444823929,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Micronesia, Fed. Sts.",FSM,2.32298472179471,2.65093684470735,-2.85842443141495,-4.97099685382753,-3.68782087370337,3.2297437779429,-0.308259797154548,1.53614444655132,-0.83903854211178,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Moldova,MDA,7.20700700021051,5.8793669177235,-0.57669709243207,9.07308430032427,5.06364826221343,0.45004942257944,5.61462069937306,6.4771604801543,6.19432639929207,5.4673252345609,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Monaco,MCO,0.993333607962896,5.77626027093049,-0.207788445927065,8.29018032043382,5.99076219039809,3.79865764357623,2.54302738261876,-4.21020084469824,5.30456590218964,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mongolia,MNG,4.56235968298977,15.1541628086024,10.15919245027,9.43696905004099,5.74536027616629,0.388160070792992,-0.748813700768949,3.39455816245714,5.33766339043996,3.36708979681299,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Montenegro,MNE,2.54630128132627,3.12004299076365,-2.80561776125867,3.44796642604304,1.68500743638143,3.33239197073161,2.92549074853321,4.70471190601999,5.10256624785586,4.07799287270574,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Morocco,MAR,2.48564602664969,3.8353236533889,1.58051236593685,3.06034375385538,1.22949354840229,3.10311140049744,-0.286735807203925,2.88232634192023,1.68827508535729,1.03639557284593,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mozambique,MOZ,3.61994862264856,4.50445422084724,4.34576820064605,4.04237411124211,4.43455939220347,3.74030376578392,0.884673466748737,0.775389933070514,0.473500298131697,-0.647121134831266,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Myanmar,MMR,8.87513356621139,4.78428985744341,6.44943057184375,7.50854712806957,7.10610606017528,6.18061781450119,5.02340347126378,5.73254353770002,6.10287433729985,2.24635567265847,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Namibia,NAM,4.14604353124659,3.24811086997899,3.23869450404646,3.78350527047463,3.9007471072033,2.65405743108207,-2.10493223623219,-2.10625637061138,-1.17932790999555,-2.9681168453756,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Nauru,NRU,10.3781442612027,9.43124192105003,8.95846783822267,24.0701659094467,15.5431378132119,-1.46693386773546,-0.984476095595724,-4.48075899918943,7.53402039687903,0.977664732533185,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Nepal,NPL,4.31324315760089,3.31387979486209,4.98141892008843,4.40723133138634,6.03223594315516,2.90944218284541,-0.319386312522269,6.78979819574086,4.95069677945885,5.04337221556443,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Netherlands,NLD,0.824259852819907,1.07862827391094,-1.39591933577908,-0.42417869353261,1.05910125427069,1.50826618391271,1.64931554652068,2.30428473259315,1.76493726416223,1.08360959707284,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,New Zealand,NZL,0.433213653515921,1.58128775839712,1.68059846753737,1.84327585453377,2.072257177686,1.67993114276253,1.52372018978217,0.996067791188949,2.11298398551294,1.22196265261698,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Nicaragua,NIC,3.00247946162105,4.89434803539939,5.08177527006674,3.54275864935684,3.41704425784421,3.43641338460279,3.22380669945181,3.30539670246142,-5.14810003132672,-5.05368913810146,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Niger,NER,4.48346237357472,-1.53408106966829,6.32191389339928,1.27956326008491,2.56326340743267,0.418197885541488,1.70656379461731,1.04441848617651,3.20387390394228,1.96044390715198,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Nigeria,NGA,5.15854524213108,2.52532401595037,1.47286746392983,3.85373055323623,3.51396344458755,-0.0292954286607028,-4.16841477020191,-1.78882678536763,-0.679719293893626,-0.37972244679122,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,North Macedonia,MKD,3.27379740679477,2.253668162517,-0.542132636293459,2.83656433911514,3.54393693435182,3.77829769624162,2.77816494037792,1.02103616721902,2.85247633413637,3.17518396090348,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Northern Mariana Islands,MNP,1.80067119670252,-7.7623775913045,-0.0158584876467103,1.5222495580114,2.80818711710967,2.64046084009281,27.3793472893163,24.7378982355645,-20.0601037855457,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Norway,NOR,-0.544794329896789,-0.319991951968163,1.36294972167086,-0.180216050698121,0.826056236088164,0.95750076290291,0.185059679800673,1.50014937986147,0.623147013717045,0.474165156577328,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Oman,OMN,-3.81236605356,-3.96191895718674,1.3477050772114,-2.3429801978623,-5.1534596473965,-1.25630202286477,0.125883831490768,-3.66922122489844,-1.68261063382033,-4.52442110032591,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Pakistan,PAK,-0.601300910013151,0.553814318718153,1.32897972639499,2.22327717948816,2.50737624761595,2.56741356205612,3.34998403429752,3.3865966922564,3.68276203552507,-1.03979867523373,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Palau,PLW,2.05797208791819,7.94621165278322,2.27779665800527,-3.20074186167771,6.1732370885582,7.30164982709309,-0.421586476262831,-2.37351128890818,3.48358889160916,-4.78433485492398,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Panama,PAN,3.98384219426919,9.3977993587452,7.91148659559646,5.09677129756298,3.29257555668359,3.94309386663126,3.17031281804674,3.80696343303453,1.95179809298513,1.31891833917265,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Papua New Guinea,PNG,7.63181483732316,-1.0803504701489,2.47919334025795,1.7269925625222,11.2812197492375,4.4614001721818,3.39827597691034,1.49449035106284,-2.22918137285512,3.85113316163242,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Paraguay,PRY,9.64863675351553,2.83438566692755,-1.89434015750554,6.93928290915227,3.4427833026256,1.70540312863791,2.94123669886741,3.59062323755037,2.03363971689718,-1.28673598517733,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Peru,PER,7.45535864787972,5.4673844908754,5.26752882141093,4.90257197041394,1.30570468169185,1.96331708815759,2.42290129520384,0.829119680820753,2.20561703131051,0.512493735175653,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Philippines,PHL,5.56100185817108,2.11592461949274,5.09072595201208,4.95942003330605,4.61110640563318,4.68187339581665,5.54660149811174,5.39642629944194,4.86713156624796,4.60400708158974,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Poland,POL,4.03723368272533,4.70132526779234,1.32513307163933,1.18682579267573,3.4559820035728,4.3058136925455,3.1860763674501,4.8175724176744,5.35391559355611,4.55159086742943,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Portugal,PRT,1.69092841483231,-1.55146831672478,-3.66753141566937,-0.377398248791067,1.33711996744654,2.2144828853083,2.34182321593775,3.75909384211836,3.01412374468957,2.379383843146,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Puerto Rico,PRI,0.0921020717791237,0.800573059973473,1.24696939039634,0.842159017658133,0.436573539062252,0.706704568897791,0.666133347916414,-0.509099448693803,-0.7206495772473,1.17689113771422,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Qatar,QAT,6.61878487542423,3.37658972134103,-2.91001399874641,-0.791125641920999,0.0819946701095375,0.404651457411532,-0.378459193721739,-4.04085072479397,-0.837844977287673,-1.01824332485407,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Romania,ROU,-3.32875036446971,2.40854396582971,2.49594029830753,4.15700410753874,3.99754430437416,3.43874923608918,5.30536396716246,7.9494115426958,5.09015615536126,4.77679921355039,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Russian Federation,RUS,4.45309443155959,4.21872587416931,3.84915563200978,1.53896381735012,-1.04525746318387,-2.18388838742872,0.0102484619643093,1.7093892235272,2.5445897629142,1.41073128207101,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Rwanda,RWA,4.59158300389504,5.29447933219129,6.00161650176048,2.18344800285122,3.56087041590966,6.12384513086894,3.24858231980107,1.26757204050212,5.74619536936926,6.61203912702481,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Samoa,WSM,-0.273560982171333,3.32875483474497,-4.90993059534081,-1.26941200714884,-0.7047996028206,3.57600962795463,7.48649214207641,0.622290380331407,-2.4517642383515,3.072436874875,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,San Marino,SMR,-6.72378406710364,-9.56577694468218,-8.33007332342572,-2.149400211566,-1.89280887764933,1.45960696314393,1.74989118901708,0.103417784013587,0.970913896330487,..,..
